PO_NUMBER,AGENCY_NAME,NIGP_DESCRIPTION,PO_TOTAL_AMOUNT,ORDER_DATE,SUPPLIER,SUPPLIER_FULL_ADDRESS,SUPPLIER_CITY,SUPPLIER_STATE
PO285435,DEPARTMENT OF TRANSPORTATION,"UNIFORMS, BLENDED FABRIC 85",$5233.00,01/02/2009,MORGANS INC,900 RHODE ISLAND AVENUE NE  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO318046,DISTRICT OF COLUMBIA RETIREMENT BOARD,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$40000.00,12/14/2009,"GROOM LAW GROUP, CHARTERED","1701 PENNSYLVANIA AVE, N.W.                        SUITE 1200  ; WASHINGTON  ; DC  ; 20006",WASHINGTON  ,DC
PO214595-V2,EQUIPMENT LEASE - CAPITAL,"NETWORK COMPONENTS: ADAPTER CARDS, BRIDGES, CONNECTORS, EXPANSION MODULES/PORTS, FIREWALL DEVICES, HUBS, LINE DRIVERS, MSAUS, ROUTERS, TRANSCEIVERS, ETC. 64",$49000.00,12/14/2009,DOCUMENT SYSTEMS INC,"333 HAWAII AVENUE, NE                              SUITE 200  ; WASHINGTON  ; DC  ; 20011",WASHINGTON  ,DC
PO215935-V4,EQUIPMENT LEASE - CAPITAL,TELEPHONE SWITCHING (PBX) SYSTEMS 80,$456925.71,12/14/2009,"AVAYA, INC.",4250 NORTH FAIRFAX DRIVE                           10TH FLOOR  ; ARLINGTON  ; VA  ; 22203,ARLINGTON  ,VA
PO311072-V2,CHILD AND FAMILY SERVICES AGENCY,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$20000.00,12/14/2009,MUNIR A. MALIK,3242 SOUTH 28TH ST #204  ; ALEXANDRIA  ; VA  ; 22302-,ALEXANDRIA  ,VA
PO318095,OFFICE OF LATINO AFFAIRS,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$45000.00,12/14/2009,SPANISH CATHOLIC CENTER,1618 MONROE STREET NW  ; WASHINGTON  ; DC  ; 20010,WASHINGTON  ,DC
PO318031,DEPT. OF HOUSING AND COMM. DEVELOPMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$647500.00,12/14/2009,DC HABITAT FOR HUMANITY,2115 WARD COURT NW SUITE 100  ; WASHINGTON  ; DC  ; 20037-,WASHINGTON  ,DC
PO318036,DEPARTMENT OF PARKS AND RECREATION,"SIGNS, MESSAGE CENTERS, SCOREBOARDS, ETC. (INCLUDING SIGN MAKING EQUIPMENT), MAINTENANCE AND REPAIR (SEE 968-81 FOR TRAFFIC SIGN MAINT.) 74",$6658.00,12/14/2009,ARJ GROUP INC,"412 H STREET, N.E., SUITE 3  ; WASHINGTON  ; DC  ; 20002-0002",WASHINGTON  ,DC
PO316079-V2,DC PUBLIC LIBRARY,"BUILDING CONSTRUCTION, NON-RESIDENTIAL (OFFICE BLDG., ETC.) 22",$25822.00,12/14/2009,MODERN CONSTRUCTION,3127 M.L.K. JR. AVE. SE.                           SUITE 202  ; WASHINGTON  ; DC  ; 20032,WASHINGTON  ,DC
PO318088,DEPARTMENT OF REAL ESTATE SERVICES,"FUSES, FUSE BLOCKS AND HOLDERS, LINKS, ETC. 34",$7371.00,12/14/2009,BIG INCORPORATED,2800 BLADENSBURG ROAD NE  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO318063,DEPARTMENT OF PUBLIC WORKS,SOLID OR LIQUID WASTE DISPOSAL (INCLUDING MANAGEMENT SERVICES) (SEE 962-45 FOR HAZARDOUS WASTE DISPOSAL) 71,$1300000.00,12/14/2009,DIRECTOR OF FINANCE COUNTY OF,12000 GOVERNMENT CTR. PKWY  ; FAIRFAX  ; VA  ; 22035,FAIRFAX  ,VA
PO318140,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,ADVERTISING/PUBLIC RELATIONS 03,$225000.00,12/14/2009,TEACH FOR AMERICA INC,315 W. 36 STREET                                   6TH FLOOR  ; NEW YORK  ; NY  ; 10018,NEW YORK  ,NY
PO318079,OFFICE OF THE CHIEF FINANCIAL OFFICER,APPRAISALS CONSULTING 14,$25000.00,12/14/2009,"CHANEY & ASSOCIATES,INC.",8508 WHITE POST COURT  ; POTOMAC  ; MD  ; 20854,POTOMAC  ,MD
PO318091,OFFICE OF LATINO AFFAIRS,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$10000.00,12/14/2009,QUALITY TRUST,5335 WISCONSIN AVE                                 SUITE 825  ; WASHINGTON  ; DC  ; 20015,WASHINGTON  ,DC
PO318037,DISTRICT OF COLUMBIA RETIREMENT BOARD,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$120000.00,12/14/2009,NEWLIN LLC,3614 LAUREL LEAF LANE  ; FAIRFAX  ; VA  ; 22031,FAIRFAX  ,VA
PO318100,OFFICE OF LATINO AFFAIRS,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$30000.00,12/14/2009,TEACHING FOR CHANGE,TEACHING FOR CHANGE                                1832 11TH STREET NW  ; WASHINGTON  ; DC  ; 20001,WASHINGTON  ,DC
PO318050,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,HUMAN RESOURCES DEVELOPMENT SERVICES 58,$7975.00,12/14/2009,GUERILLA ARTS INC.,"2825 7TH STREET, NE   ; WASHINGTON  ; DC  ; 20017-",WASHINGTON  ,DC
PO317395,OFFICE OF THE CHIEF FINANCIAL OFFICER,COPY MACHINE MAINTENANCE AND REPAIR 27,$6562.00,12/14/2009,RICOH CORP/RICOH BUS.SYSTEM,5 DEDRICK PLACE   ; WEST CALDWELL  ; NJ  ; 07006-,WEST CALDWELL  ,NJ
PO318098,OFFICE OF LATINO AFFAIRS,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$15000.00,12/14/2009,LATINO STUDENT FUND (LSF),3609 WOODLEY ROAD  ; WASHINGTON  ; DC  ; 20016,WASHINGTON  ,DC
PO190048-V2,DEPARTMENT OF REAL ESTATE SERVICES,"CONSTRUCTION SERVICES, GENERAL 00",$127499.45,12/14/2009,THE TEMPLE GROUP INC,1120 CONNECTICUT AVENUE NW                         SUITE 310  ; WASHINGTON  ; DC  ; 20036,WASHINGTON  ,DC
PO318087,UNIVERSITY OF DISTRICT OF COLUMBIA,"BOILER MAINTENANCE AND REPAIR, STEAM (INCLUDING TESTING SERVICES - SEE 941-56 FOR HYDROSTATIC TESTING) 25",$6000.00,12/14/2009,AMERICAN BOILER INC,5649 M GENERAL WASHINGTON DR  ; ALEXANDRIA  ; VA  ; 22312,ALEXANDRIA  ,VA
PO318114,DEPARTMENT OF PUBLIC WORKS,"ALARM EQUIPMENT MAINTENANCE/REPAIR (FIRE, ETC.) 09",$5000.00,12/14/2009,ACE FIRE EXTINGUISHER SERVICE,5117 COLLEGE AVENUE  ; COLLEGE PARK  ; MD  ; 20740,COLLEGE PARK  ,MD
PO296590-V2,DEPT. OF CONSUMER AND REGULATORY AFFAIRS,INSTALLATION OF SECURITY EQUIPMENT 50,$43296.00,12/14/2009,VACANT PROPERTY SECURITY INC,329 W. 18TH STREET SUITE 714  ; CHICAGO  ; IL  ; 60616-,CHICAGO  ,IL
PO318054,UNIVERSITY OF DISTRICT OF COLUMBIA,ICE MAKING AND DISPENSING MACHINES (NOT DRY ICE) 45,$3812.50,12/14/2009,NELCO CORPORATION,10011 WASHINGTON BOULEVARD  ; LAUREL  ; MD  ; 20725-0537,LAUREL  ,MD
PO314584-V2,DISTRICT DEPARTMENT OF THE ENVIRONMENT,ANALYTICAL STUDIES AND SURVEYS (CONSULTING) 12,$30000.00,12/14/2009,"MBIM SOLUTIONS, INC.",2329 MCCORMICK RD  ; ROCKVILLE  ; MD  ; 20850,ROCKVILLE  ,MD
PO318096,OFFICE OF LATINO AFFAIRS,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$40000.00,12/14/2009,MULTICULTURAL COMMUNITY SERVIC,"2437 15TH STREET, NW   ; WASHINGTON  ; DC  ; 20009-",WASHINGTON  ,DC
PO318051,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CONSTRUCTION MANAGEMENT SERVICES 26,$21000.00,12/14/2009,"PUBLIC PATHWAYS, INC.","1235 YALE PLACE, APT 1204   ; MINNEAPOLIS  ; MN  ; 55403-",MINNEAPOLIS  ,MN
PO311008-V2,DEPARTMENT OF MENTAL HEALTH,EDUCATION AND TRAINING CONSULTING 38,$286410.82,12/14/2009,CONSUMER ACTION NETWORK,1300 L STREET N.W.                                 STE.#1000  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO206939-V2,EQUIPMENT LEASE - CAPITAL,"NETWORK COMPONENTS: ADAPTER CARDS, BRIDGES, CONNECTORS, EXPANSION MODULES/PORTS, HUBS, LINE DRIVERS, MSAUS, ROUTERS, TRANSCEIVERS, ETC. 64",$288481.23,12/14/2009,"APPTIS, INC.",14155 NEWBROOK DRIVE  ; CHANTILLY  ; VA  ; 20151,CHANTILLY  ,VA
PO318089,STATE SUPERINTENDENT OF EDUCATION (OSSE),"ADVISORY SERVICES, EDUCATIONAL 05",$3000.00,12/14/2009,PHILADELPHIA INDUSTRIAL DEV,2600 CENTRE SQUARE WEST                            1500 MARKET STREET  ; PHILADELPHIA  ; PA  ; 19102,PHILADELPHIA  ,PA
PO318124,DEPARTMENT OF TRANSPORTATION,"CONSTRUCTION, HIGHWAY AND ROAD 27",$42480.00,12/14/2009,KEVIN DOCKETT & SONS TRUCK INC,7600 GEORGIA AVENUE NW                             SUITE 209  ; WASHINGTON  ; DC  ; 20012,WASHINGTON  ,DC
PO318076,DEPARTMENT OF PUBLIC WORKS,NEWSPAPER AND PUBLICATION ADVERTISING 71,$50000.00,12/14/2009,THEWASHINGTON TIMES LLC,3600 NY AVE NE   ; WASHINGTON  ; DC  ; 20002-,WASHINGTON  ,DC
PO318033,METROPOLITAN POLICE DEPARTMENT,RECYCLED OFFICE SUPPLIES 73,$5000.00,12/14/2009,MDM OFFICE SYSTEMS DBA,STANDARD BUSINESS FURNITURE 35 SHERIDAN STREET  ; WASHINGTON  ; DC  ; 20011-,WASHINGTON  ,DC
PO318109,DEPARTMENT OF TRANSPORTATION,,$36830.00,12/14/2009,CYCON PUBLISHING INC.,1006 SOMERSET LANE  ; SILVER SPRING  ; MD  ; 20904,SILVER SPRING  ,MD
PO313872-V2,UNIVERSITY OF DISTRICT OF COLUMBIA,"OFFSET PRINTING, BOOKLETS, SADDLE STITCH BINDING (QUANTITIES OVER 100,000): BOOKS AND MAGAZINES 64",$2570.00,12/14/2009,WINCHESTER PRINTER,212 INDEPENDENCE DRIVE  ; WINCHESTER  ; VA  ; 22602,WINCHESTER  ,VA
PO318075,DEPARTMENT OF PUBLIC WORKS,ESCALATORS AND ELEVATORS 39,$5000.00,12/14/2009,COLLINS ELEVATOR SERVICE  INC,"800 HAMLIN STREET, NE  ; WASHINGTON  ; DC  ; 20017",WASHINGTON  ,DC
PO311016-V2,DC PUBLIC LIBRARY,LIBRARY SERVICES (NOT OTHERWISE CLASSIFIED) 38,$34550.56,12/14/2009,MIDTOWN PERSONNEL INC,"900 7TH STREET, NW SUITE 725  ; WASHINGTON  ; DC  ; 20001-",WASHINGTON  ,DC
PO318042,DISTRICT OF COLUMBIA RETIREMENT BOARD,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$8000.00,12/14/2009,AON CONSULTING,"7979 OLD GEORGETOWN RD., SUITE  ; BETHESDA  ; MD  ; 20814",BETHESDA  ,MD
PO318094,OFFICE OF LATINO AFFAIRS,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$15000.00,12/14/2009,SURVIVORS & ADVOCATES EMPOWERM,"SAFE                                               500 INDIANA AVE, NW #4235  ; WASHINGTON  ; DC  ; 20001",WASHINGTON  ,DC
PO318144,UNIVERSITY OF DISTRICT OF COLUMBIA,ENGINEERING EQUIPMENT AND SUPPLIES (INCLUDING SURVEY EQUIPMENT AND INSTRUMENTS) 38,$5000.00,12/15/2009,ENGINEER'S OUTLET,"1048 29TH STREET, NW  ; WASHINGTON  ; DC  ; 20007",WASHINGTON  ,DC
PO310720-V2,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"ARBITRATION, MEDIATION, AND ALTERNATIVE DISPUTE RESOLUTION SERVICES 05",$12000.00,12/15/2009,"JOSEPH M. SHARNOFF,",2800 CENTER RIDGE DRIVE   ; OAKTOWN  ; VA  ; 22124-,OAKTOWN  ,VA
PO318204,DEPARTMENT OF MENTAL HEALTH,EDUCATION AND TRAINING CONSULTING 38,$6300.00,12/15/2009,IDA MAE CAMPBELL FOUNDATION,4411 EDSON PLACE NE  ; WASHINGTON  ; DC  ; 20019,WASHINGTON  ,DC
PO318237,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"INSTRUCTIONAL AIDS: COURSES, LESSON PLANS (PREPARED), PROGRAMS, ANCILLARY MATERIALS, VIDEOS, ETC. (SEE CLASS 715 FOR TEXTBOOKS) 70",$5142.50,12/15/2009,GREENWOOD PUBLISHING GROUP INC,DBA HEINEMANN 361 HANOVER ST  ; PORTSMOUTH  ; NH  ; 03801-,PORTSMOUTH  ,NH
PO318252,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$78222.00,12/15/2009,VISION SECURITY SOLUTION,1818 NEW YORK AVE NE  SUITE 212  ; WASHINGTON   ; DC  ; 20002-,WASHINGTON   ,DC
PO294195,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,$37560.00,12/15/2009,CORP./WASH. LATIN SCHOOL,"4715 16TH STREET, N.W.   ; WASHINGTON  ; DC  ; 20011-",WASHINGTON  ,DC
PO318160,UNIVERSITY OF DISTRICT OF COLUMBIA,WALL AND CEILING REPAIR AND REPLACEMENT (INCLUDING DRYWALLING) 75,$5000.00,12/15/2009,TW PERRY DBA TWP ENTERPRISES,8513 CONNECTICUT AVE.  ; CHEVY CHASE  ; MD  ; 20815,CHEVY CHASE  ,MD
PO318145,UNIVERSITY OF DISTRICT OF COLUMBIA,BOILER PARTS AND ACCESSORIES (NOT OTHERWISE LISTED) 14,$5000.00,12/15/2009,CAPP INC,201 MARPLE AVENUE  ; CLIFTON HEIGHTS  ; PA  ; 19018,CLIFTON HEIGHTS  ,PA
PO318156,UNIVERSITY OF DISTRICT OF COLUMBIA,LOCKS AND KEYS 40,$3000.00,12/15/2009,"BLAYDES INDUSTRIES,INC.","2335 18TH STREET, NE  ; WASHINGTON  ; DC  ; 20018",WASHINGTON  ,DC
PO318213,DEPARTMENT ON DISABILITY SERVICES,"EDUCATIONAL SERVICES, ALTERNATIVE 18",$12000.00,12/15/2009,SUPERIOR COURT OF DC,515 FIFTH STREET NW                                ROOM 116  ; WASHINGTON  ; DC  ; 20001,WASHINGTON  ,DC
PO318222,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,,$25000.00,12/15/2009,AMERICAN EXPRESS COMPANY,2975 W CORPORATE LAKES BLVD                        CPC REMITTANCE PROCESSING  ; WESTON  ; FL  ; 33331-3626,WESTON  ,FL
PO318194,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,JANITORIAL/CUSTODIAL SERVICES 39,$3500.00,12/15/2009,AMERICAN EXPRESS COMPANY,2975 W CORPORATE LAKES BLVD                        CPC REMITTANCE PROCESSING  ; WESTON  ; FL  ; 33331-3626,WESTON  ,FL
PO318246,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CLASSROOM EQUIPMENT AND SUPPLIES (NOT OTHERWISE CLASSIFIED) 32,$5835.30,12/15/2009,AMERICAN EXPRESS COMPANY,2975 W CORPORATE LAKES BLVD                        CPC REMITTANCE PROCESSING  ; WESTON  ; FL  ; 33331-3626,WESTON  ,FL
PO318244,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,,$25000.00,12/15/2009,AMERICAN EXPRESS COMPANY,2975 W CORPORATE LAKES BLVD                        CPC REMITTANCE PROCESSING  ; WESTON  ; FL  ; 33331-3626,WESTON  ,FL
PO318168,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CLASSROOM EQUIPMENT AND SUPPLIES (NOT OTHERWISE CLASSIFIED) 32,$5000.00,12/15/2009,AMERICAN EXPRESS COMPANY,2975 W CORPORATE LAKES BLVD                        CPC REMITTANCE PROCESSING  ; WESTON  ; FL  ; 33331-3626,WESTON  ,FL
PO318211,UNIVERSITY OF DISTRICT OF COLUMBIA,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$25000.00,12/15/2009,TAYLOR PUBLISHING CO.,1550 WEST MOCKINGBIRD LANE  ; DALLAS  ; TX  ; 75235,DALLAS  ,TX
PO318250,DEPARTMENT OF MENTAL HEALTH,"ENGRAVED AND EMBOSSED AWARDS, BONDS, CERTIFICATES, DIPLOMAS, STATIONERY, ETC. 28",$3647.27,12/15/2009,MYRON MFG CORPORATION,205 MAYWOOD AVE.  ; MAYWOOD  ; NJ  ; 07607,MAYWOOD  ,NJ
PO318180,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"BINDERS: CHAIN, POST, PRONG, RING, ETC. 09",$9548.15,12/15/2009,AMERICAN EXPRESS COMPANY,2975 W CORPORATE LAKES BLVD                        CPC REMITTANCE PROCESSING  ; WESTON  ; FL  ; 33331-3626,WESTON  ,FL
PO318247,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"PAPER ITEMS, CLASSROOM: COMPOSITION BOOKS, SCRAPBOOKS, EXAMINATION BOOKLETS, NOTEBOOK FILLER, TABLETS, ETC. 76",$6000.00,12/15/2009,AMERICAN EXPRESS COMPANY,2975 W CORPORATE LAKES BLVD                        CPC REMITTANCE PROCESSING  ; WESTON  ; FL  ; 33331-3626,WESTON  ,FL
PO311583-V2,DEPARTMENT ON DISABILITY SERVICES,TRANSITIONAL LIVING 92,$142885.71,12/15/2009,DISTRIC OF COLUMBIA CARE CENTE,"4043 CLAY PL., NE  ; WASHINGTON  ; DC  ; 20019",WASHINGTON  ,DC
PO318179,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,RECYCLED PENS AND PENCILS 94,$4900.00,12/15/2009,AMERICAN EXPRESS COMPANY,2975 W CORPORATE LAKES BLVD                        CPC REMITTANCE PROCESSING  ; WESTON  ; FL  ; 33331-3626,WESTON  ,FL
PO318248,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"ERASERS, ALL TYPES (EXCEPT ELECTRIC) 20",$20000.00,12/15/2009,AMERICAN EXPRESS COMPANY,2975 W CORPORATE LAKES BLVD                        CPC REMITTANCE PROCESSING  ; WESTON  ; FL  ; 33331-3626,WESTON  ,FL
PO318142,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,EDUCATION AND TRAINING CONSULTING 38,$4802.72,12/15/2009,RENAISSANCE LEARNING INC,2911 PEACH STREET  ; WISCONSIN RAPIDS  ; WI  ; 54494,WISCONSIN RAPIDS  ,WI
PO220173-V2,EQUIPMENT LEASE - CAPITAL,TELEPHONE SWITCHING (PBX) SYSTEMS 80,$47778.29,12/15/2009,"AVAYA, INC.",4250 NORTH FAIRFAX DRIVE                           10TH FLOOR  ; ARLINGTON  ; VA  ; 22203,ARLINGTON  ,VA
PO318218,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CLEANING EQUIPMENT AND SUPPLIES (FOR INFECTIOUS BODY FLUID) 20,$9257.00,12/15/2009,AMERICAN EXPRESS COMPANY,2975 W CORPORATE LAKES BLVD                        CPC REMITTANCE PROCESSING  ; WESTON  ; FL  ; 33331-3626,WESTON  ,FL
PO318243,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,RECYCLED OFFICE SUPPLIES 73,$4605.10,12/15/2009,BARNES & NOBLE BOOKSELLERS INC,122 FIFTH AVE   ; NEW YORK  ; NY  ; 10011-,NEW YORK  ,NY
PO216438-V2,EQUIPMENT LEASE - CAPITAL,AUTOMATIC CALL DISTRIBUTION (ACD) SYSTEMS 19,$27653.17,12/15/2009,"AVAYA, INC.",4250 NORTH FAIRFAX DRIVE                           10TH FLOOR  ; ARLINGTON  ; VA  ; 22203,ARLINGTON  ,VA
PO318161,UNIVERSITY OF DISTRICT OF COLUMBIA,"MULTI-FUNCTION OFFICE MACHINES (COMBINATION OF FAX-COPIER-SCANNER-PRINTER, ETC.) 72",$6940.00,12/15/2009,HEWLETT PACKARD,3000 HANOVER STREET  ; PALO ALTO  ; CA  ; 94304,PALO ALTO  ,CA
PO317498,OFFICE OF THE CHIEF FINANCIAL OFFICER,SOFTWARE MAINTENANCE/SUPPORT 45,$30169.35,12/15/2009,COSTAR REALTY INFORMATION INC,2 BETHESDA METRO CENTER                            10TH FLOOR  ; BETHESDA  ; MD  ; 20814-9569,BETHESDA  ,MD
PO318206,DEPARTMENT OF TRANSPORTATION,HIGHWAYS; STREETS; AIRPORT PAY-PARKING LOTS - ARCHITECTURAL 46,$684774.00,12/15/2009,APPLIED RESEARCH ASSOC. INC.,"4300 SAN MATEO BLVD., NE SUITE A-220  ; ALBUQUERQUE  ; NM  ; 87110-1295",ALBUQUERQUE  ,NM
PO318157,UNIVERSITY OF DISTRICT OF COLUMBIA,"PAINTING, MAINTENANCE AND REPAIR SERVICES (INCLUDING CAULKING) 54",$12500.00,12/15/2009,TITO CONTRACTORS INC,"7308 GEORGIA AVENUE, NW  ; WASHINGTON  ; DC  ; 20012",WASHINGTON  ,DC
PO318158,UNIVERSITY OF DISTRICT OF COLUMBIA,"DOOR AUTOMATIC OPERATOR INSTALLATION, MAINTENANCE AND REPAIR 23",$5000.00,12/15/2009,MILES GLASS  CO  INC,8714 PINEY BRANCH ROAD  ; SILVER SPRING  ; MD  ; 20918,SILVER SPRING  ,MD
PO318165,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,BELTS AND SUSPENDERS 25,$3640.00,12/15/2009,EGO SPORTS INC,410 D NORTH MARKET ST  ; FREDERICK  ; MD  ; 21701,FREDERICK  ,MD
PO318238,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,ELECTRONIC EQUIPMENT MAINTENANCE AND REPAIR 37,$26446.00,12/15/2009,KASTLE SYSTEMS,1501 WILSON BLVD  ; ARLINGTON  ; VA  ; 22209,ARLINGTON  ,VA
PO318267,OFFICE OF CABLE TV,AUDIO/VIDEO PRODUCTION SERVICES COMPLETE 09,$11553.75,12/15/2009,"OMNEON VIDEO NETWORKS, INC.",965 STEWART DRIVE  ; SUNNYVALE  ; CA  ; 94085,SUNNYVALE  ,CA
PO318178,UNIVERSITY OF DISTRICT OF COLUMBIA,PROFESSIONAL JOURNAL SUBSCRIPTIONS 60,$211479.21,12/15/2009,"SWETS INFORMATION SYSTEMS, INC",160 9TH AVENUE  ; RUNNEMEDE  ; NJ  ; 08078,RUNNEMEDE  ,NJ
PO318226,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,ORGANIZATIONAL DEVELOPMENT CONSULTING 83,$6663.00,12/15/2009,CATHOLIC UNIVERSITY OF AMERICA,"620 MICHIGAN AVENUE, NE  ; WASHINGTON  ; DC  ; 20064",WASHINGTON  ,DC
PO318234,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CLASSROOM EQUIPMENT AND SUPPLIES (NOT OTHERWISE CLASSIFIED) 32,$4711.14,12/15/2009,WARREN-SILVER PUB. DBA/MARI,2041 EAST VILLA STREET  PO BOX 60726  ; PASADENA  ; CA  ; 91116-,PASADENA  ,CA
PO318236,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,EDUCATION AND TRAINING CONSULTING 38,$4000.00,12/15/2009,BARBARA FULLER DBA TIME,5323 LAKEVALE TERRACE  ; BOWIE  ; MD  ; 20720,BOWIE  ,MD
PO318220,DEPARTMENT ON DISABILITY SERVICES,HUMAN SERVICES CONSULTING (TO INCLUDE MENTAL HEALTH CONSULTING SERVICES) 67,$35100.00,12/15/2009,REBECCA S. SALON,9513 OCALA STREET   ; SILVER SPRING  ; MD  ; 20901-,SILVER SPRING  ,MD
PO277414-V2,SERVE DC,ADMINISTRATIVE CONSULTING 06,$6000.00,12/15/2009,CATHERINE SETTANNI,3228 22ND AVE SOUTH  ; MINNEAPOLIS  ; MN  ; 55407,MINNEAPOLIS  ,MN
PO318233,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"DISPLAYS, EDUCATIONAL: KITS, MODELS, PLAQUES, ETC. 44",$10324.28,12/15/2009,"KAPLAN COMPANIES, INC.",1310 LEWISVILLE-CLEMMONS ROAD  ; LEWISVILLE  ; NC  ; 27023-0809,LEWISVILLE  ,NC
PO318208,EQUIPMENT LEASE - CAPITAL,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$575400.00,12/15/2009,"URBAN POLICY DEVELOPMENT, LLC",2310 WEST ROGERS AVENUE  ; BALTIMORE  ; MD  ; 21209,BALTIMORE  ,MD
PO318227,DEPARTMENT OF HEALTH,EMPLOYMENT AGENCY AND SEARCH FIRM SERVICES (INCLUDING BACKGROUND INVESTIGATIONS AND DRUG TESTING FOR EMPLOYMENT) 30,$61344.00,12/15/2009,MINDFINDERS INC,1050 CONNECTICUT AVE NW                            SUITE 1000  ; WASHINGTON  ; DC  ; 20036,WASHINGTON  ,DC
PO318163,UNIVERSITY OF DISTRICT OF COLUMBIA,"CONDENSATE RETURN SYSTEMS: VACUUM HEAT PUMPS, WET VACUUM PUMPS, ETC. 38",$7324.00,12/15/2009,AMERICAN BOILER INC,5649 M GENERAL WASHINGTON DR  ; ALEXANDRIA  ; VA  ; 22312,ALEXANDRIA  ,VA
PO318181,OFFICE OF MUNICIPAL PLANNING,"OFFSET PRINTING, BOOKS, PERFECT BOUND (QUAN. UP TO 10,000); 4 COLOR PROCESS ACCEPTABLE: COLLEGE CATALOGUES, TELEPHONE BOOKS, ETC. 65",$24950.00,12/15/2009,THE AD AGENCY,1010 WISCONSIN AVENUE NW                           SUITE 205  ; WASHINGTON  ; DC  ; 20007,WASHINGTON  ,DC
PO318200,OFFICE OF THE PEOPLE'S COUNSEL,COPY PAPER - SPECIALIZED HIGH SPEED (INCLUDED RECYCLED) 33,$3426.50,12/15/2009,AJ STATIONERS,"1220 L STREET, NW SUITE 100 - 207  ; WASHINGTON  ; DC  ; 20005-4018",WASHINGTON  ,DC
PO318167,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"BLACKBOARDS, CHALKBOARDS AND DRY ERASE BOARDS 15",$2574.00,12/15/2009,WORLD RESEARCH COMPANY INC,4926 PROFIT DRIVE  ; TYLER  ; TX  ; 75707,TYLER  ,TX
PO318170,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"CALCULATORS, ELECTRONIC, DISPLAY/PRINTING TYPE, NON-PROGRAMMABLE 16",$4695.20,12/15/2009,MDM OFFICE SYSTEMS DBA,STANDARD BUSINESS FURNITURE 35 SHERIDAN STREET  ; WASHINGTON  ; DC  ; 20011-,WASHINGTON  ,DC
PO318159,UNIVERSITY OF DISTRICT OF COLUMBIA,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$55000.00,12/15/2009,ROETZEL & ANDRESS,222 SOUTH MAIN STREET  ; AKRON  ; OH  ; 44308,AKRON  ,OH
PO318242,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"BOOKS, ACCESSION 50",$2901.60,12/15/2009,INTAC INC,1110 FIDLER LANE                                   SUITE 1115  ; SILVER SPRING  ; MD  ; 20910,SILVER SPRING  ,MD
