PO_NUMBER,AGENCY_NAME,NIGP_DESCRIPTION,PO_TOTAL_AMOUNT,ORDER_DATE,SUPPLIER,SUPPLIER_FULL_ADDRESS,SUPPLIER_CITY,SUPPLIER_STATE
PO352134,DISTRICT DEPARTMENT OF THE ENVIRONMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$11280.00,01/03/2011,ROBERT MORRIS,413 5TH STREET NE  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO382144,DEPARTMENT OF REAL ESTATE SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,$75186.00,12/07/2011,INSTITUTE FOR BUILDING TECHNOL,505 HUNTMAR PARK DRIVE                             SUITE 3 250  ; HERNDON  ; VA  ; 20170,HERNDON  ,VA
PO382151,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$27321.60,12/07/2011,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO377438-V3,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER NETWORK CONSULTING 30,$40876.80,12/07/2011,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO382153,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$38665.00,12/07/2011,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO382020,DEPARTMENT OF EMPLOYMENT SERVICES,HUMAN SERVICES (NOT OTHERWISE CLASSIFIED) 59,$2926.00,12/07/2011,"BYTE BACK, INC.",815 MONROE ST NE  ; WASHINGTON  ; DC  ; 20017,WASHINGTON  ,DC
PO382021,DEPARTMENT OF EMPLOYMENT SERVICES,HUMAN SERVICES (NOT OTHERWISE CLASSIFIED) 59,$3787.00,12/07/2011,"BYTE BACK, INC.",815 MONROE ST NE  ; WASHINGTON  ; DC  ; 20017,WASHINGTON  ,DC
PO382092,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,SPECIAL EDUCATION 74,$2735.53,12/07/2011,SUPER DUPER PUBLICATIONS,5201 PELHAM ROAD   ; GREENVILLE  ; SC  ; 29615-5723,GREENVILLE  ,SC
PO382130,DEPARTMENT OF REAL ESTATE SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,$25650.00,12/07/2011,"LOURENCO CONSULTANTS, INC","5171 MACARTHUR BLVD., NW  SUITE 100  ; WASHINGTON  ; DC  ; 20016-",WASHINGTON  ,DC
PO382155,DEPARTMENT ON DISABILITY SERVICES,PROJECT MANAGEMENT SERVICES 77,$375599.00,12/07/2011,GEORGE WASHINGTON UNIVERSITY -,801 22ND STREET NW ROSS HALL #100  ; WASHINGTON  ; DC  ; 20052-,WASHINGTON  ,DC
PO382104,STATE SUPERINTENDENT OF EDUCATION (OSSE),CONSULTING SERVICES (NOT OTHERWISE CLASSIFIED) 32,$60000.00,12/07/2011,LT JOSEPH P KENNEDY INSTITUTE,"801 BUCHANAN STREET, NE   ; WASHINGTON  ; DC  ; 20017-",WASHINGTON  ,DC
PO382086,DEPARTMENT OF REAL ESTATE SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,$36637.95,12/07/2011,F&L CONSTRUCTION INC.,1512 GOOD HOPE RD SE  ; WASHINGTON  ; DC  ; 20020,WASHINGTON  ,DC
PO382124,DEPARTMENT OF REAL ESTATE SERVICES,"MAINTENANCE AND REPAIR, SWIMMING POOL (INCLUDES WATER TREATMENT) 63",$19006.00,12/07/2011,F&L CONSTRUCTION INC.,1512 GOOD HOPE RD SE  ; WASHINGTON  ; DC  ; 20020,WASHINGTON  ,DC
PO382129,DEPARTMENT OF REAL ESTATE SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,$148403.72,12/07/2011,"LIBERTY ENGINEERING, LLP",1609 CONNECTICUT AVE NW  SUITE 200  ; WASHINGTON   ; DC  ; 20009,WASHINGTON   ,DC
PO382018,DEPARTMENT OF EMPLOYMENT SERVICES,HUMAN SERVICES (NOT OTHERWISE CLASSIFIED) 59,$3900.00,12/07/2011,"ASM EDUCATIONAL CENTER, INC",11200 ROCKVILLE PIKE SUITE 220  ; ROCKVILLE  ; MD  ; 20852-0852,ROCKVILLE  ,MD
PO382161,DEPARTMENT ON DISABILITY SERVICES,TRANSITIONAL LIVING 92,$7000.00,12/07/2011,"THE LANGUAGE DOCTORS, INC","500 H STREET, NE SUITE 300  ; WASHINGTON  ; DC  ; 20002-",WASHINGTON  ,DC
PO382111,DEPARTMENT OF CORRECTIONS,"POSTAGE RELATED PURCHASES (INCL. POSTAGE STAMPS, PRE-SORT 1ST CLASS INSCRIPTIONS, POSTAGE BY PHONE FOR METERS, ETC.) 57",$95000.00,12/07/2011,UNITED STATES POSTAL SERVICE,2833 ALABAMA AVE. SE P.O.BOX 31158  ; WASHINGTON  ; DC  ; 20020-,WASHINGTON  ,DC
PO381663,DEPARTMENT OF PUBLIC WORKS,"AUTOMOBILE, TRUCK AND BUS PARTS AND EQUIPMENT 09",$50000.00,12/07/2011,R & S AUTO & TRUCK SPRING WORK,5001 WIDOM ROAD  ; BLADENSBURG  ; MD  ; 20710,BLADENSBURG  ,MD
PO382180,DEPARTMENT OF EMPLOYMENT SERVICES,COURT REPORTING SERVICES 24,$5000.00,12/08/2011,CAPITAL REPORTING COMPANY,"1821 JEFFERSON PLACE, N.W.                         3RD FLOOR  ; WASHINGTON  ; DC  ; 20036",WASHINGTON  ,DC
PO382312,OFFICE OF CHIEF FINANCIAL OFFICER,SOFTWARE MAINTENANCE/SUPPORT 45,$18179.10,12/08/2011,EASTMAN KODAK COMPANY,343 STATE STREET                                   MAIL STOP 01121  ; ROCHESTER  ; NY  ; 14650,ROCHESTER  ,NY
PO382081,OFFICE OF CHIEF FINANCIAL OFFICER,"COPY MACHINES, BOND (PLAIN) PAPER TYPE INCLUDING PARTS AND ACCESSORIES 38",$139113.80,12/08/2011,SHARP ELECTRONICS CORPORATION,SHARP PLAZA BOX B  ; MAHWAH  ; NJ  ; 07430-2135,MAHWAH  ,NJ
PO382183,HOMELAND SECURITY/EMERGENCY MANAGEMENT,PERSONNEL/EMPLOYMENT CONSULTING 85,$500000.00,12/08/2011,MB STAFFING SERVICES LLC,"819 7TH STREET, NW.                                SUITE 311  ; WASHINGTON  ; DC  ; 20001",WASHINGTON  ,DC
PO382321,DEPARTMENT OF PARKS AND RECREATION,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$8540.00,12/08/2011,DEBORAH MITCHELL PARKER,"4220 4TH STREET, NW  ; WASHINGTON  ; DC  ; 20011",WASHINGTON  ,DC
PO382334,DEPARTMENT OF REAL ESTATE SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,$11383.08,12/08/2011,"IRON BOW TECHNOLOGIES, LLC","4800 WESTFIELDS BLVD,SUITE 300  ; CHANTILLY   ; VA  ; 20151",CHANTILLY   ,VA
PO382056,DEPARTMENT OF REAL ESTATE SERVICES,"SCREEN DOORS AND WINDOW SCREENS, WOOD FRAME 76",$25000.00,12/08/2011,"PRECISION DOORS & HARDWARE, LL",6295-80 EDSALL ROAD  ; ALEXANDRIA  ; VA  ; 22312,ALEXANDRIA  ,VA
PO382189,OFFICE ON AGING,ELDERLY ASSISTANCE SERVICES 40,$3713.00,12/08/2011,NATIONAL HAND DANCE ASSOCIATIO,2500 MARTIN L. KING JR. AVE SE  ; WASHINGTON  ; DC  ; 20020,WASHINGTON  ,DC
PO382294,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"DISASTER SURVIVAL EQUIPMENT, KITS, AND SUPPLIES 30",$7138.50,12/08/2011,SAFETYMAX CORPORATION,2256 PALOU AVENUE  ; SAN FRANCISCO  ; CA  ; 94124,SAN FRANCISCO  ,CA
PO382203,DEPARTMENT OF REAL ESTATE SERVICES,"PLUMBING EQUIPMENT, PIPE, FITTINGS AND FIXTURES MANUFACTURING SERVICES 60",$11955.35,12/08/2011,A.H. JORDAN PLUMBING & MECHANI,1818 NEW YORK AVE NE                               SUITE 202  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO382057,DEPARTMENT OF REAL ESTATE SERVICES,"BUILDING CONSTRUCTION, COMMERCIAL AND INSTITUTIONAL 24",$9150.00,12/08/2011,LONGOBARDI & ASSOCIATES DC LLC,"1401 14TH STREET, NW SUITE 300   ; WASHINGTON  ; DC  ; 20005-",WASHINGTON  ,DC
PO382201,DEPARTMENT OF REAL ESTATE SERVICES,"BUILDING CONSTRUCTION, NON-RESIDENTIAL (OFFICE BLDG., ETC.) 22",$91644.03,12/08/2011,LONGOBARDI & ASSOCIATES DC LLC,"1401 14TH STREET, NW SUITE 300   ; WASHINGTON  ; DC  ; 20005-",WASHINGTON  ,DC
PO382188,DEPARTMENT OF EMPLOYMENT SERVICES,"EDUCATIONAL SERVICES, ALTERNATIVE 18",$5725.00,12/08/2011,"WILLIAM E. TRUMBULL DBA/TCA,LL",7224 SECOND TIME LANE  ; COLUMBIA  ; MD  ; 21046,COLUMBIA  ,MD
PO382333,DEPARTMENT OF HEALTH,"MAIL SERVICES, EXPRESS 59",$15000.00,12/08/2011,FEDERAL EXPRESS,942 SOUTH SHADY GROVE RD   ; MEMPHIS  ; TN  ; 38120-,MEMPHIS  ,TN
PO382315,DEPARTMENT OF PARKS AND RECREATION,CABLE TELEVISION SERVICES (INCLUDES PAY-PER-VIEW SERVICES) 24,$4000.00,12/08/2011,DIRECTV,2230 EAST IMPERIAL HWY  ; EL SEGUNDO  ; CA  ; 90245,EL SEGUNDO  ,CA
PO382195,OFFICE OF CHIEF FINANCIAL OFFICER,"PERIPHERALS, MISCELLANEOUS: JOY STICKS, GRAPHIC DIGITIZERS, LIGHT PENS, MICE, PEN PADS, TRACKBALLS, ETC. 68",$3561.80,12/08/2011,APPLE COMPUTER INC,1 INFINITE LOOP   ; CUPERTINO  ; CA  ; 95014-,CUPERTINO  ,CA
PO382296,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$33588.00,12/08/2011,PEPCO,1900 PENNSYLVANIA AVENUE NW   ; WASHINGTON  ; DC  ; 20068-,WASHINGTON  ,DC
PO382307,DEPARTMENT OF REAL ESTATE SERVICES,"FIRE PROTECTION EQUIPMENT AND SYSTEMS INCLUDING FIRE HYDRANTS, FIRE SPRINKLER SYSTEMS, SMOKE DETECTORS, JAWS OF LIFE, FIRE PROTECTION MATERIAL TREATMENT, ETC. MAINTENANCE AND REPAIR 33",$19484.12,12/08/2011,"DC USA TECHNOLOGY, LLC",3421 14TH STREET NW SUITE 301   ; WASHINGTON  ; DC  ; 20010-,WASHINGTON  ,DC
PO382192,STATE SUPERINTENDENT OF EDUCATION (OSSE),CONSULTING SERVICES (NOT OTHERWISE CLASSIFIED) 32,$225000.00,12/08/2011,GEORGETWN UNIV LOMBARDI CANCER,650 PENN. AVE SE STE 230   ; WASHINGTON  ; DC  ; 22201-,WASHINGTON  ,DC
PO382194,OFFICE OF CHIEF FINANCIAL OFFICER,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$10667.00,12/08/2011,PYRAMIND LLC,1069 WEST BROAD STREET NO. 781  ; FALLS CHURCH  ; VA  ; 22046,FALLS CHURCH  ,VA
PO382305,DEPARTMENT OF PUBLIC WORKS,"COPY MACHINE, PLAIN PAPER TYPE (INCLUDING COST-PER-COPY TYPE LEASES) RENTAL OR LEASE 26",$8316.28,12/08/2011,PAGE AFTER PAGE BUS SYS,"819 7TH STREET, NW                                 SUITE 210  ; WASHINGTON  ; DC  ; 20001",WASHINGTON  ,DC
PO382301,DEPARTMENT OF PUBLIC WORKS,"COPY MACHINE, PLAIN PAPER TYPE (INCLUDING COST-PER-COPY TYPE LEASES) RENTAL OR LEASE 26",$8216.28,12/08/2011,PAGE AFTER PAGE BUS SYS,"819 7TH STREET, NW                                 SUITE 210  ; WASHINGTON  ; DC  ; 20001",WASHINGTON  ,DC
PO382304,DEPARTMENT OF PUBLIC WORKS,"COPY MACHINE, PLAIN PAPER TYPE (INCLUDING COST-PER-COPY TYPE LEASES) RENTAL OR LEASE 26",$8216.28,12/08/2011,PAGE AFTER PAGE BUS SYS,"819 7TH STREET, NW                                 SUITE 210  ; WASHINGTON  ; DC  ; 20001",WASHINGTON  ,DC
PO379847,FIRE AND EMERGENCY MEDICAL SERVICES,TIRE AND TUBE REPAIR ITEMS AND VULCANIZERS 87,$60000.00,12/08/2011,MCCARTHY TIRE SERVICE CO./MD.,3321 A. 75TH AVE.  ; LANDOVER  ; MD  ; 20785,LANDOVER  ,MD
PO382318,DEPARTMENT OF PARKS AND RECREATION,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$8540.00,12/08/2011,LINDA JEANETTE GRYMES,408 70TH STREET  ; CAPITOL HEIGHTS  ; MD  ; 20743,CAPITOL HEIGHTS  ,MD
PO382320,DEPARTMENT OF PARKS AND RECREATION,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$6720.00,12/08/2011,LINDA JEANETTE GRYMES,408 70TH STREET  ; CAPITOL HEIGHTS  ; MD  ; 20743,CAPITOL HEIGHTS  ,MD
PO382202,DEPARTMENT OF REAL ESTATE SERVICES,ACCESS CONTROL SYSTEMS AND SECURITY SYSTEMS 02,$147375.18,12/08/2011,"ORION SYSTEMS GROUP, LLC",3900 JERMANTOWN ROAD SUITE 480  ; FAIRFAX  ; VA  ; 22030,FAIRFAX  ,VA
PO382260,DC PUBLIC LIBRARY,EDUCATION AND TRAINING CONSULTING 38,$210750.00,12/08/2011,"BYTE BACK, INC.",815 MONROE ST NE  ; WASHINGTON  ; DC  ; 20017,WASHINGTON  ,DC
PO382314,DEPARTMENT OF PARKS AND RECREATION,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$12015.00,12/08/2011,AMBER WILSON,"3938 17TH STREET, NE  ; WASHINGTON  ; DC  ; 20018",WASHINGTON  ,DC
PO382197,OFFICE OF CHIEF FINANCIAL OFFICER,EMPLOYMENT AGENCY AND SEARCH FIRM SERVICES (INCLUDING BACKGROUND INVESTIGATIONS AND DRUG TESTING FOR EMPLOYMENT) 30,$40000.00,12/08/2011,"INQUIRIES, INC.",129 N. WEST STREET  ; EASTON  ; MD  ; 21601,EASTON  ,MD
PO382316,DEPARTMENT OF TRANSPORTATION,"POWER SUPPLY MAINTENANCE AND REPAIR, ELECTRIC 55",$5882186.00,12/08/2011,POTOMAC ELECTRIC POWER COMPANY,701 NINTH ST NW  ; WASHINGTON  ; DC  ; 20068,WASHINGTON  ,DC
PO382261,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,JANITORIAL EQUIPMENT AND SUPPLIES (NOT OTHERWISE CLASSIFIED) 65,$4245.60,12/08/2011,MTW DISTRIBUTORS INC,1235 KENILWORTH AVE NE SUITE#8  ; WASHINGTON  ; DC  ; 20019-,WASHINGTON  ,DC
PO382029,DEPT. OF HOUSING AND COMM. DEVELOPMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$462173.00,12/08/2011,DC HABITAT FOR HUMANITY,2115 WARD COURT NW SUITE 100  ; WASHINGTON  ; DC  ; 20037-,WASHINGTON  ,DC
PO382053,DC PUBLIC LIBRARY,"TWO-WAY RADIO, PORTABLE, INCLUDING VEHICLE RADIO RELAY SYSTEMS 74",$8140.00,12/08/2011,KIDD INTERNATIONAL HOME CARE,6856 EASTERN AVENUE NW                             SUITE 286  ; WASHINGTON  ; DC  ; 20012,WASHINGTON  ,DC
PO377625-V2,DISTRICT DEPARTMENT OF THE ENVIRONMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$130000.00,12/08/2011,PATRICIA M. LOVELADY,17251 QUAIL CREEK CIR  ; HAMILTON  ; VA  ; 20158,HAMILTON  ,VA
PO382196,OFFICE OF CHIEF FINANCIAL OFFICER,POSTAL EQUIPMENT RENTAL OR LEASE (INCLUDING POST OFFICE BOX RENTALS) 60,$60000.00,12/08/2011,UNITED STATES POSTAL SERVICE,2833 ALABAMA AVE. SE P.O.BOX 31158  ; WASHINGTON  ; DC  ; 20020-,WASHINGTON  ,DC
PO377277-V2,DEPARTMENT OF PUBLIC WORKS,"MICROCOMPUTERS, HANDHELD, LAPTOP, AND NOTEBOOK 54",$608106.99,12/08/2011,EZTAG CORP,334 CORNELIA ST. #549  ; PLATTSBURGH  ; NY  ; 12901,PLATTSBURGH  ,NY
PO378964,FIRE AND EMERGENCY MEDICAL SERVICES,"SPRINGS, LEAVES, ETC. 84",$35000.00,12/08/2011,R & S AUTO & TRUCK SPRING WORK,5001 WIDOM ROAD  ; BLADENSBURG  ; MD  ; 20710,BLADENSBURG  ,MD
PO382337,DEPARTMENT OF REAL ESTATE SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,$3756.40,12/08/2011,"SORG AND ASSOC., P.C.",918 U STREET NW   ; WASHINGTON  ; DC  ; 20001-,WASHINGTON  ,DC
PO382274,CHILD AND FAMILY SERVICES,TELECOMMUNICATION SERVICES (NOT OTHERWISE CLASSIFIED) 79,$225100.00,12/08/2011,SPRINT,4TH FLOOR                                          1200 MAIN STREET  ; KANSAS CITY  ; MO  ; 69105,KANSAS CITY  ,MO
PO382054,DEPARTMENT OF REAL ESTATE SERVICES,"BLOCKS, GLASS 04",$10000.00,12/08/2011,"ATLAS GLASS CO, INC.","1107 W STREET, SE  ; WASHINGTON  ; DC  ; 20020",WASHINGTON  ,DC
PO382332,DEPARTMENT OF HEALTH,YOUTH CARE SERVICES 95,$52500.00,12/08/2011,SASHA BRUCE YOUTHWORK,"741 8TH STREET, SE  ; WASHINGTON  ; DC  ; 20003",WASHINGTON  ,DC
PO381405-V2,DEPT. OF CONSUMER AND REGULATORY AFFAIRS,"FILING CABINETS, METAL: CARD, JUMBO, LATERAL, LEGAL, AND LETTER 40",$5243.00,12/08/2011,LASER ART INC,2209 CHANNING STREET NE PO BOX 41083  ; WASHINGTON  ; DC  ; 20018-0483,WASHINGTON  ,DC
PO378713,FIRE AND EMERGENCY MEDICAL SERVICES,"BRAKES, REPAIRS, AND REPLACEMENTS (NOT ELECTRIC CONTROLLER) 21",$65000.00,12/08/2011,JMJ INC,3908 PENNSYLVANIA AVENUE SE   ; WASHINGTON  ; DC  ; 20020-,WASHINGTON  ,DC
PO382322,DEPARTMENT OF TRANSPORTATION,"HAND TOOLS, NON-POWERED, ALL KINDS, MAINTENANCE AND REPAIR 41",$15000.00,12/08/2011,IDEAL ELECTRIC SUPPLY,"2230 ADAMS PLACE, NE  ; WASHINGTON  ; DC  ; 20018",WASHINGTON  ,DC
PO381410-V2,DEPARTMENT ON DISABILITY SERVICES,EMPLOYMENT GENERATING ACTIVITIES 39,$6246.80,12/08/2011,ART AND DRAMA THERAPY INST.,327 S STREET NE.   ; WASHINGTON  ; DC  ; 20002-,WASHINGTON  ,DC
PO382326,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"TEACHING AND INSTRUCTION SERVICES  (INCLUDING ELEMENTARY AND SECONDARY EDUCATION, HIGHER EDUCATION AND ADULT EDUCATION) 78",$2600.00,12/08/2011,JENNIFER MUNSON,12305 SOUR CHERRY WAY  ; NORTH POTOMAC  ; MD  ; 20878,NORTH POTOMAC  ,MD
PO382262,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$6769.45,12/08/2011,"GLOBAL CONSULTING, INC.","1818 NEW YORK AVE., N.E. STE 111  ; WASHINGTON  ; DC  ; 20002-",WASHINGTON  ,DC
PO382308,DEPARTMENT OF REAL ESTATE SERVICES,"BUILDING CONSTRUCTION, COMMERCIAL AND INSTITUTIONAL 24",$3861905.00,12/08/2011,"PEPCO ENERGY SERVICES, INC","701 NINTH STREET, NW                               CUSTOMER SERVICE  ; WASHINGTON  ; DC  ; 20068",WASHINGTON  ,DC
PO379529,DEPARTMENT OF CORRECTIONS,POSITION MEASURING DEVICES (X-Y COORDINATES) 43,$44850.00,12/08/2011,NATIONAL CORRECTIONS AND REHABILITATION,"2401 CONNECTICUT AVENUE, N.W.                      SUITE 615  ; WASHINGTON  ; DC  ; 20008",WASHINGTON  ,DC
PO382297,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"BUS TRANSPORTATION SERVICES, SCHOOL 16",$51712.50,12/08/2011,WASH METRO AREA TRANSIT AUTH,600 5TH STREET NW  ; WASHINGTON  ; DC  ; 20001,WASHINGTON  ,DC
PO382198,OFFICE OF THE INSPECTOR GENERAL,"FANS, ROOM TYPE, CEILING AND PORTABLE TYPE (STATIONARY AND OSCILLATING) 41",$4076.76,12/08/2011,CAPITAL SERVICES AND SUPPLIES,2804 DOUGLAS STREET NE   ; WASHINGTON  ; DC  ; 20018-,WASHINGTON  ,DC
PO382264,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,JANITORIAL EQUIPMENT AND SUPPLIES (NOT OTHERWISE CLASSIFIED) 65,$2706.99,12/08/2011,CAPITAL SERVICES AND SUPPLIES,2804 DOUGLAS STREET NE   ; WASHINGTON  ; DC  ; 20018-,WASHINGTON  ,DC
PO382302,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$35120.00,12/08/2011,"COMPLETE SOLUTIONS, LLC",5206 D STREET SE  ; WASHINGTON  ; DC  ; 20019,WASHINGTON  ,DC
PO382329,DEPARTMENT OF PARKS AND RECREATION,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$5760.00,12/08/2011,EVANGELINE EMANUEL,"5724 MORELAND STREET, NW  ; WASHINGTON  ; DC  ; 20015",WASHINGTON  ,DC
PO382299,DC PUBLIC LIBRARY,PROJECT MANAGEMENT SERVICES 77,$112662.05,12/08/2011,LYNCH DEVELOPMENT PARTNERS LLC,1508 U STREET N.W.  ; WASHINGTON  ; DC  ; 20009,WASHINGTON  ,DC
PO382298,DC PUBLIC LIBRARY,PROJECT MANAGEMENT SERVICES 77,$126082.32,12/08/2011,LYNCH DEVELOPMENT PARTNERS LLC,1508 U STREET N.W.  ; WASHINGTON  ; DC  ; 20009,WASHINGTON  ,DC
PO382157,DEPARTMENT OF REAL ESTATE SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,$1434581.80,12/08/2011,WINMARDUSTIN JOINT VENTURE LLC,1010 WISCONSIN AVE NW SUITE 303  ; WASHINGTON  ; DC  ; 20007,WASHINGTON  ,DC
PO382270,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,JANITORIAL/CUSTODIAL SERVICES 39,$4357.66,12/08/2011,GENERAL MERCHANDISE SUPPLIES,"2221 ADAMS PLACE, N.E.  ; WASHINGTON  ; DC  ; 20018",WASHINGTON  ,DC
PO382191,DEPARTMENT OF MOTOR VEHICLES,SOFTWARE MAINTENANCE/SUPPORT 45,$7917.00,12/08/2011,"SUPRETECH, INC.","7600 GEORGIA AVENUE, NW #LL  ; WASHINGTON  ; DC  ; 20012-",WASHINGTON  ,DC
PO382033,FIRE AND EMERGENCY MEDICAL SERVICES,PARTS WASHING EQUIPMENT INCLUDING AIR AGITATED AND PUMP AGITATED (ALSO SEE 075-19) 49,$12000.00,12/08/2011,"SAFETY-KLEEN SYSTEMS, INC.",11520 BALL FORD ROAD  ; MANASSAS  ; VA  ; 20109,MANASSAS  ,VA
PO382275,OFFICE OF UNIFIED COMMUNICATIONS,"TELECOMMUNICATIONS SYSTEMS (TELEPHONE, RADIO, ETC.) - ARCHITECTURAL 84",$142824.00,12/08/2011,"MOTOROLA, INC.",1303 E. ALGONQUIN ROAD   ; SCHAUMBURG  ; IL  ; 60196-,SCHAUMBURG  ,IL
PO382193,DEPARTMENT OF EMPLOYMENT SERVICES,"POSTAGE RELATED PURCHASES (INCL. POSTAGE STAMPS, PRE-SORT 1ST CLASS INSCRIPTIONS, POSTAGE BY PHONE FOR METERS, ETC.) 57",$52000.00,12/08/2011,MOORE WALLACE INC,1200 LAKESIDE DRIVE   ; BANNOCKBURN  ; IL  ; 60015-,BANNOCKBURN  ,IL
PO382031,CHILD AND FAMILY SERVICES,ADVERTISING CONSULTING 07,$5087.49,12/08/2011,MONSTER WORLDWIDE INC.,5 CLOCK TOWER PLACE                                SUITE # 500  ; MAYNARD  ; MA  ; 01754,MAYNARD  ,MA
PO382229,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CLASSROOM EQUIPMENT AND SUPPLIES (NOT OTHERWISE CLASSIFIED) 32,$26346.00,12/08/2011,AMERICAN EXPRESS COMPANY,2975 W CORPORATE LAKES BLVD                        CPC REMITTANCE PROCESSING  ; WESTON  ; FL  ; 33331-3626,WESTON  ,FL
PO382032,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"CHALK, CRAYONS, ERASABLE MARKERS, WATER COLORS, PERMANENT MARKERS (CHILD PROOF SAFETY TYPE), ETC. 30",$10000.00,12/08/2011,AMERICAN EXPRESS COMPANY,2975 W CORPORATE LAKES BLVD                        CPC REMITTANCE PROCESSING  ; WESTON  ; FL  ; 33331-3626,WESTON  ,FL
PO382336,DEPARTMENT OF REAL ESTATE SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,$64912.00,12/08/2011,"A2 SERVICES, INC","1728 WISCONSIN AVENUE, NW  SUITE 140  ; WASHINGTON   ; DC  ; 20016",WASHINGTON   ,DC
PO382335,DEPARTMENT OF REAL ESTATE SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,$9250.00,12/08/2011,"BELLO, BELLO & ASSOCIATES","900 2ND STREET, NE SUITE 6  ; WASHINGTON  ; DC  ; 20002",WASHINGTON  ,DC
PO382206,DEPARTMENT OF TRANSPORTATION,RECYCLED COMPUTER ACCESSORIES AND SUPPLIES 79,$22000.00,12/09/2011,CAPITAL SERVICES AND SUPPLIES,2804 DOUGLAS STREET NE   ; WASHINGTON  ; DC  ; 20018-,WASHINGTON  ,DC
PO382354,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$20000.00,12/09/2011,SQUIRE SANDERS & DEMPSEY LLP,1201 PENNSYLVANIA AVENUE NW  ; WASHINGTON  ; DC  ; 20004,WASHINGTON  ,DC
PO382475,DEPARTMENT OF REAL ESTATE SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,$95766.00,12/09/2011,EEC-FORRESTER ANACOSTIA,12231 PARKLAWN DRIVE  ; ROCKVILLE  ; MD  ; 20852,ROCKVILLE  ,MD
PO382471,DEPARTMENT OF REAL ESTATE SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,$22342.00,12/09/2011,EEC-FORRESTER ANACOSTIA,12231 PARKLAWN DRIVE  ; ROCKVILLE  ; MD  ; 20852,ROCKVILLE  ,MD
PO382473,DEPARTMENT OF REAL ESTATE SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,$22599.00,12/09/2011,EEC-FORRESTER ANACOSTIA,12231 PARKLAWN DRIVE  ; ROCKVILLE  ; MD  ; 20852,ROCKVILLE  ,MD
PO382470,DEPARTMENT OF REAL ESTATE SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,$33053.00,12/09/2011,EEC-FORRESTER ANACOSTIA,12231 PARKLAWN DRIVE  ; ROCKVILLE  ; MD  ; 20852,ROCKVILLE  ,MD
