PO_NUMBER,AGENCY_NAME,NIGP_DESCRIPTION,PO_TOTAL_AMOUNT,ORDER_DATE,SUPPLIER,SUPPLIER_FULL_ADDRESS,SUPPLIER_CITY,SUPPLIER_STATE
PO319479,STATE SUPERINTENDENT OF EDUCATION (OSSE),"TEACHING AND INSTRUCTION SERVICES  (INCLUDING ELEMENTARY AND SECONDARY EDUCATION, HIGHER EDUCATION AND ADULT EDUCATION) 78",$6700.00,01/04/2010,KET ENTERPRISE DIVISION,560 COOPER DRIVE  ; LEXINGTON  ; KY  ; 40502-2200,LEXINGTON  ,KY
PO340708,DEPARTMENT OF EMPLOYMENT SERVICES,HUMAN SERVICES (NOT OTHERWISE CLASSIFIED) 59,$4000.00,09/16/2010,"AYT INSTITUTE, INC","1630 14TH STREET, NW  ; WASHINGTON  ; DC  ; 20009",WASHINGTON  ,DC
PO340668,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CONFERENCE COORDINATING AND PLANNING SERVICES 23,$20000.00,09/16/2010,MARRIOTT WARDMAN PARK HOTEL,"2660 WOODLEY RD., NW  ; WASHINGTON  ; DC  ; 20008",WASHINGTON  ,DC
PO340694,DEPARTMENT OF EMPLOYMENT SERVICES,PROGRAM/PROJECT DEVELOPMENT AND MANAGEMENT SERVICES 56,$23333.20,09/16/2010,"POWELLHOUSE PROJECT, INC.",2634 12TH STREET NE  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO340706,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATIONAL RESEARCH SERVICES 19,$75000.00,09/16/2010,"GREAT SCHOOLS, INC.","160 SPEAR STREET, SUITE 1020  ; SAN FRANCISCO  ; CA  ; 94105",SAN FRANCISCO  ,CA
PO340697,HOMELAND SECURITY/EMERGENCY MANAGEMENT,AUTOMOBILES AND OTHER PASSENGER VEHICLES (INCLUDING EMERGENCY TYPE) RENTAL OR LEASE 14,$56383.00,09/16/2010,"EURO MOTORCARS, INC.",7020 ARLINGTON ROAD  ; BETHESDA  ; MD  ; 20814,BETHESDA  ,MD
PO340606,DEPARTMENT OF TRANSPORTATION,"CONSTRUCTION, HIGHWAY AND ROAD 27",$7484128.00,09/16/2010,EASTERN FEDERAL LANDS HIGHWAY,FEDERAL HIGHWAY ADMINISTRATION 6500 S MCARTHUR BLVD  ; OKLAHOMA CITY  ; OK  ; 73169-,OKLAHOMA CITY  ,OK
PO340698,EQUIPMENT LEASE - CAPITAL,"VEHICLES, INCLUDING AUTOMOBILES, TRUCKS, TRAILERS, VANS, MOTOR HOMES, MOTORCYCLES AND SCOOTERS, ETC. (SEE 998-20 FOR BUSES) 94",$38513.46,09/16/2010,MINUTEMAN INTERNATIONAL INC,14N845 US RT 20  ; PINEGROVE  ; IL  ; 60140,PINEGROVE  ,IL
PO340636,DISTRICT DEPARTMENT OF THE ENVIRONMENT,"DRIVES, HARD/FIXED DISK 35",$6156.00,09/16/2010,DELL COMPUTER CORP.,ONE DELL WAY   ; ROUND ROCK  ; TX  ; 78682-,ROUND ROCK  ,TX
PO340591,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"MICROCOMPUTERS, HANDHELD, LAPTOP, AND NOTEBOOK 54",$16185.00,09/16/2010,DELL COMPUTER CORP.,ONE DELL WAY   ; ROUND ROCK  ; TX  ; 78682-,ROUND ROCK  ,TX
PO340578,OFFICE OF CHIEF FINANCIAL OFFICER,"MICROCOMPUTERS, DESKTOP OR TOWERBASED 53",$28986.28,09/16/2010,DELL COMPUTER CORP.,ONE DELL WAY   ; ROUND ROCK  ; TX  ; 78682-,ROUND ROCK  ,TX
PO340703,STATE SUPERINTENDENT OF EDUCATION (OSSE),SPECIAL EDUCATION 74,$77274.00,09/16/2010,ADVANCED LEARNING CENTERS,317 INVERNESS WAY SO STE 150   ; ENGLEWOOD  ; CO  ; 80112-,ENGLEWOOD  ,CO
PO340670,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,LABORATORY AND SCIENTIFIC EQUIPMENT AND SUPPLIES (NOT OTHERWISE CLASSIFIED) 43,$12931.15,09/16/2010,VWR INTERNATIONAL LLC,1310 GOSHEN PARKWAY  ; WEST CHESTER  ; PA  ; 19380,WEST CHESTER  ,PA
PO340588,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"CALCULATORS, ELECTRONIC, PRINTING TYPE, PROGRAMMABLE 22",$8546.53,09/16/2010,CAPITOL HILL PC,"910 M STREET, NW SUITE 1103  ; WASHINGTON  ; DC  ; 20001-",WASHINGTON  ,DC
PO340611,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$52000.00,09/16/2010,"DC USA TECHNOLOGY, LLC",3421 14TH STREET NW SUITE 301   ; WASHINGTON  ; DC  ; 20010-,WASHINGTON  ,DC
PO340701,DEPARTMENT OF EMPLOYMENT SERVICES,HUMAN SERVICES (NOT OTHERWISE CLASSIFIED) 59,$15167.50,09/16/2010,GEORGETWN UNIV LOMBARDI CANCER,650 PENN. AVE SE STE 230   ; WASHINGTON  ; DC  ; 22201-,WASHINGTON  ,DC
PO340595,HOMELAND SECURITY/EMERGENCY MANAGEMENT,"POWER SUPPLIES: SURGE PROTECTORS, UNINTERRUPTIBLE POWER SUPPLIES, SWITCHES, ETC. 67",$182825.00,09/16/2010,M C DEAN INC,22461 SHAW ROAD   ; DULLES  ; VA  ; 20166-,DULLES  ,VA
PO340685,DEPARTMENT OF TRANSPORTATION,EDUCATION AND TRAINING CONSULTING 38,$10500.00,09/16/2010,FEDERAL HIGHWAY ADMINISTRATION,4600 NORTH FAIRFAX DRIVE SUITE  ; ARLINGTON  ; VA  ; 22203,ARLINGTON  ,VA
PO340639,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$23000.00,09/16/2010,ENGINEERING AND TECHNICAL CONS,"46040 CENTER OAK PLAZA,  SUITE 100  ; STERLING   ; VA  ; 20166",STERLING   ,VA
PO340689,DEPARTMENT OF EMPLOYMENT SERVICES,PROGRAM/PROJECT DEVELOPMENT AND MANAGEMENT SERVICES 56,$120000.00,09/16/2010,OPPORTUNITIES INDUSTRIAL CENTER,3707 MLK AVENUE SE   ; WASHINGTON  ; DC  ; 20032-,WASHINGTON  ,DC
PO340713,DEPARTMENT OF EMPLOYMENT SERVICES,HUMAN SERVICES (NOT OTHERWISE CLASSIFIED) 59,$2949.50,09/16/2010,OPPORTUNITIES INDUSTRIAL CENTER,3707 MLK AVENUE SE   ; WASHINGTON  ; DC  ; 20032-,WASHINGTON  ,DC
PO340646,DC NATIONAL GUARD,"EDUCATIONAL SERVICES, ALTERNATIVE 18",$415903.30,09/16/2010,THE UNIVERSITY OF MD,3112 LEE BUILDING OFF. OF RES. ADMIN AND ADVANCE  ; COLLEGE PARK  ; MD  ; 20742-3135,COLLEGE PARK  ,MD
PO340678,DEPT. OF HOUSING AND COMM. DEVELOPMENT,INVENTORY SERVICES 55,$8680.00,09/16/2010,BARTRAX SOLUTIONS,1321 BUTTERMILK LANE  ; RESTON  ; VA  ; 20190,RESTON  ,VA
PO340640,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CLASSROOM EQUIPMENT AND SUPPLIES (NOT OTHERWISE CLASSIFIED) 32,$31331.76,09/16/2010,"KAPLAN COMPANIES, INC.",1310 LEWISVILLE-CLEMMONS ROAD  ; LEWISVILLE  ; NC  ; 27023-0809,LEWISVILLE  ,NC
PO340687,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,LAUNDRY AND LINEN SERVICE 05,$37462.74,09/16/2010,"VIRGINIA LINEN SERVICES, INC.",6101 SHERIFF ROAD  ; CAPITAL HEIGHTS  ; MD  ; 20743,CAPITAL HEIGHTS  ,MD
PO336151-V2,DEPARTMENT OF REAL ESTATE SERVICES,ELECTRICAL AND ELECTRONIC PRODUCTS (INCL. COMPUTERS AND PERIPHERALS) 37,$9162.00,09/16/2010,HR GENERAL MAINTENANCE CORP,"2021 SHANNON PLACE, SE  ; WASHINGTON  ; DC  ; 20020",WASHINGTON  ,DC
PO340666,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"BOOKS, ALL TYPES (LIBRARY, SCHOOL, ETC.) 18",$3076.00,09/16/2010,NATIONAL GEOGRAPHIC SOCIETY,"1145 17TH STREET, NW  ; WASHINGTON  ; DC  ; 20036",WASHINGTON  ,DC
PO324526-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,TELECOMMUNICATIONS CONSULTING 95,$28178.53,09/16/2010,"OST, INC.",1155 15TH STREET NW                                SUITE 600  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO327429-V3,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$42709.41,09/16/2010,"OST, INC.",1155 15TH STREET NW                                SUITE 600  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO323199-V5,OFFICE OF CHIEF FINANCIAL OFFICER,COMPUTER SOFTWARE CONSULTING 29,$33413.00,09/16/2010,"OST, INC.",1155 15TH STREET NW                                SUITE 600  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO340616,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER HARDWARE CONSULTING 28,$3035.52,09/16/2010,"OST, INC.",1155 15TH STREET NW                                SUITE 600  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO324531-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,TELECOMMUNICATIONS CONSULTING 95,$23492.92,09/16/2010,"OST, INC.",1155 15TH STREET NW                                SUITE 600  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO324525-V3,OFFICE OF CHIEF TECHNOLOGY OFFICER,TELECOMMUNICATIONS CONSULTING 95,$24815.27,09/16/2010,"OST, INC.",1155 15TH STREET NW                                SUITE 600  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO340690,DEPARTMENT OF EMPLOYMENT SERVICES,PROGRAM/PROJECT DEVELOPMENT AND MANAGEMENT SERVICES 56,$5500.20,09/16/2010,PEECC,2961-A HUNTER MILL RD #801   ; OAKTON  ; VA  ; 22124-,OAKTON  ,VA
PO340679,DEPARTMENT OF PUBLIC WORKS,"WORK STATIONS, MODULAR, SYSTEMS FURNITURE 94",$5658.80,09/16/2010,DISTRICT OFFICE AND COMPUTER,"1818 NEW YORK AVENUE NE, 208C   ; WASHINGTON  ; DC  ; 20002-",WASHINGTON  ,DC
PO340596,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"PERIPHERALS, MISCELLANEOUS: GRAPHIC DIGITIZERS, JOY STICKS, LIGHT PENS, MICE, PEN PADS, TRACKBALLS, ETC. 66",$3603.48,09/16/2010,METROPOLITAN OFFICE PRODUCTS,910 BARNABY ST SE # 201  ; WASHINGTON  ; DC  ; 20032-,WASHINGTON  ,DC
PO340704,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CLASSROOM EQUIPMENT AND SUPPLIES (NOT OTHERWISE CLASSIFIED) 32,$4940.81,09/16/2010,METROPOLITAN OFFICE PRODUCTS,910 BARNABY ST SE # 201  ; WASHINGTON  ; DC  ; 20032-,WASHINGTON  ,DC
PO322573-V3,DEPARTMENT OF TRANSPORTATION,TREE AND SHRUB REMOVAL SERVICES 88,$175000.00,09/16/2010,C & D TREE SERVICE INC,1150 DOWNEY DRIVE  ; VIENNA  ; VA  ; 22182,VIENNA  ,VA
PO333671-V2,DEPARTMENT OF TRANSPORTATION,TREE AND SHRUB REMOVAL SERVICES 88,$500000.00,09/16/2010,C & D TREE SERVICE INC,1150 DOWNEY DRIVE  ; VIENNA  ; VA  ; 22182,VIENNA  ,VA
PO340721,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$67500.00,09/16/2010,POSITIVE NATURE INC,1401 BRENTWOOD PKWY 3RD FLOOR   ; WASHINGTON  ; DC  ; 20002-,WASHINGTON  ,DC
PO340693,DEPARTMENT OF MENTAL HEALTH,"AUDIO MEDIA DUPLICATING SERVICES (INCL. CASSETTES, CD ROMS, TAPES, ETC.) 08",$4254.00,09/16/2010,"ROSETTA STONE, LTD.",135 W MARKET STREET  ; HARRISONBURG  ; VA  ; 22801,HARRISONBURG  ,VA
PO340716,DEPARTMENT OF EMPLOYMENT SERVICES,HUMAN SERVICES (NOT OTHERWISE CLASSIFIED) 59,$11947.50,09/16/2010,"BYTE BACK, INC.",815 MONROE ST NE  ; WASHINGTON  ; DC  ; 20017,WASHINGTON  ,DC
PO340582,DEPARTMENT OF HUMAN SERVICES,"VIDEO PROJECTORS, ACCESSORIES AND PARTS 76",$4933.00,09/16/2010,WASHINGTON PROFESSIONAL SYSTEM,11242 GRANDVIEW AVENUE   ; WHEATON  ; MD  ; 20902-,WHEATON  ,MD
PO340597,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,TELECOMMUNICATION SERVICES (NOT OTHERWISE CLASSIFIED) 79,$546776.70,09/16/2010,"ALLIED TELECOM GROUP,LLC","1120 20TH STREET, N.W. SUITE 500 -SOUTH  ; WASHINGTON  ; DC  ; 20036-",WASHINGTON  ,DC
PO340589,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,TELECOMMUNICATION SERVICES (NOT OTHERWISE CLASSIFIED) 79,$662626.73,09/16/2010,"ALLIED TELECOM GROUP,LLC","1120 20TH STREET, N.W. SUITE 500 -SOUTH  ; WASHINGTON  ; DC  ; 20036-",WASHINGTON  ,DC
PO340599,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,TELECOMMUNICATION SERVICES (NOT OTHERWISE CLASSIFIED) 79,$20848.63,09/16/2010,"ALLIED TELECOM GROUP,LLC","1120 20TH STREET, N.W. SUITE 500 -SOUTH  ; WASHINGTON  ; DC  ; 20036-",WASHINGTON  ,DC
PO340620,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$997462.00,09/16/2010,"DUSTIN CONSTRUCTION, INC.","2510 URBANA PIKE, SUITE 201   ; IJAMSVILLE  ; MD  ; 21754-",IJAMSVILLE  ,MD
PO340682,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"PERSONNEL SERVICES, TEMPORARY 69",$5000.00,09/16/2010,MIDTOWN PERSONNEL INC,"900 7TH STREET, NW SUITE 725  ; WASHINGTON  ; DC  ; 20001-",WASHINGTON  ,DC
PO340710,DEPARTMENT OF EMPLOYMENT SERVICES,HUMAN SERVICES (NOT OTHERWISE CLASSIFIED) 59,$4000.00,09/16/2010,"ASM EDUCATIONAL CENTER, INC",11200 ROCKVILLE PIKE SUITE 220  ; ROCKVILLE  ; MD  ; 20852-0852,ROCKVILLE  ,MD
PO340581,DEPARTMENT OF HEALTH CARE FINANCE,LETTER FOLDERS AND OPENERS 53,$33526.37,09/16/2010,MDM OFFICE SYSTEMS DBA STANDARD OFFICE SUPPLY,STANDARD BUSINESS FURNITURE 35 SHERIDAN STREET  ; WASHINGTON  ; DC  ; 20011-,WASHINGTON  ,DC
PO340709,DEPART OF YOUTH REHABILITATION SERVICES,"CASTERS, ALL TYPES 16",$8153.60,09/16/2010,MDM OFFICE SYSTEMS DBA STANDARD OFFICE SUPPLY,STANDARD BUSINESS FURNITURE 35 SHERIDAN STREET  ; WASHINGTON  ; DC  ; 20011-,WASHINGTON  ,DC
PO337037-V2,OFFICE ON AGING,ELDERLY ASSISTANCE SERVICES 40,$37809.16,09/16/2010,HOME CARE PARTNERS,1234 MASSACHUSETTS AVENUE NW                       SUITE C1002  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO314209-V2,LOTTERY & CHARITABLE GAMES CONTROL BOARD,"CONCESSIONS, CATERING, VENDING: MOBILE AND STATIONARY 15",$3220.00,09/16/2010,FESTIVE FOODS CATERING INC.,4980 WYACONDA ROAD  ; NORTH BETHESDA  ; MD  ; 20852,NORTH BETHESDA  ,MD
PO340617,CHILD AND FAMILY SERVICES,"PRINTER ACCESSORIES AND SUPPLIES: CHEMICALS, FORMS TRACTORS, INKS AND CARTRIDGES, LABEL SHEETS, SHEET FEEDERS, TONER CARTRIDGES, WHEELS, ETC. 72",$10408.00,09/16/2010,LASER ART INC,2209 CHANNING STREET NE PO BOX 41083  ; WASHINGTON  ; DC  ; 20018-0483,WASHINGTON  ,DC
PO316849-V2,OFFICE OF CHIEF FINANCIAL OFFICER,LEGAL CONSULTING 74,$4718.21,09/16/2010,"KELLER AND HECKMAN, LLP","1001 G STREET, NW                                  SUITE 500 WEST  ; WASHINGTON  ; DC  ; 20001",WASHINGTON  ,DC
PO340600,DEPARTMENT OF MENTAL HEALTH,"AIR CONDITIONERS (COOLING AND COOLING/HEATING TYPES): WINDOW AND WALL MOUNTED, AND PARTS AND ACCESSORIES NOT INDIVIDUALLY ITEMIZED 05",$5000.00,09/16/2010,"CORNERSTONE, INC.","1828 JEFFERSON PLACE, NW  ; WASHINGTON  ; DC  ; 20036",WASHINGTON  ,DC
PO329789-V2,DEPARTMENT OF TRANSPORTATION,TREE TRIMMING AND PRUNING SERVICES 88,$260125.00,09/16/2010,ADIRONDACK TREE EXPERTS,11304 RHODE ISLAND AVE.   ; BELTSVILLE  ; MD  ; 20705-,BELTSVILLE  ,MD
PO340579,DEPARTMENT OF PARKS AND RECREATION,COMMUNICATIONS CABLE 29,$3321.00,09/16/2010,DUPONT COMPUTERS,"1761 S STREET, N.W.  ; WASHINGTON  ; DC  ; 20009",WASHINGTON  ,DC
PO340702,DISTRICT DEPARTMENT OF THE ENVIRONMENT,"BUMPER STICKERS, ETC.: PRINTED 05",$19950.00,09/16/2010,"SENODA, INC.","1050 17TH STREET, NW                               SUITE 600  ; WASHINGTON  ; DC  ; 20036",WASHINGTON  ,DC
PO340691,DEPARTMENT OF MENTAL HEALTH,"COMPUTERS, PARTS AND SUPPLIES 29",$4279.60,09/16/2010,"MVS, INC.",1401 14TH STREET NW STE# 200   ; WASHINGTON  ; DC  ; 20005-,WASHINGTON  ,DC
PO340655,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,AUDIO/VIDEO EQUIPMENT AND ACCESSORY RENTAL OR LEASE 12,$4990.00,09/16/2010,DOCUMENT SYSTEMS INC,"333 HAWAII AVENUE, NE                              SUITE 200  ; WASHINGTON  ; DC  ; 20011",WASHINGTON  ,DC
PO340692,DEPARTMENT OF EMPLOYMENT SERVICES,PROGRAM/PROJECT DEVELOPMENT AND MANAGEMENT SERVICES 56,$10173.24,09/16/2010,UNITED PLANNING ORGANIZATION,"301 RHODE ISLAND AVENUE, NW   ; WASHINGTON  ; DC  ; 20001-",WASHINGTON  ,DC
PO340677,DEPARTMENT OF TRANSPORTATION,EDUCATION AND TRAINING CONSULTING 38,$10430.00,09/16/2010,CHESAPEAKE REGION SAFETY COUNC,17 GOVERNOR'S COURT SUITE 185  ; BALTIMORE  ; MD  ; 21244-,BALTIMORE  ,MD
PO317457-V7,DEPARTMENT ON DISABILITY SERVICES,TRANSITIONAL LIVING 92,$319273.68,09/16/2010,"CARECO, INC","8555 16TH ST., #240   ; SILVER SPRING  ; MD  ; 20910-",SILVER SPRING  ,MD
PO340645,DEPARTMENT OF PARKS AND RECREATION,"MANUALS: PARTS, PERSONNEL, POLICY, PURCHASING, TRAINING, ETC., NOT OTHERWISE CLASSIFIED 47",$3380.00,09/16/2010,EMERGENCY 911 SECURITY,"4700 MINNESOTA AVE, NE   ; WASHINGTON  ; DC  ; 20019-",WASHINGTON  ,DC
PO340663,DEPARTMENT OF PARKS AND RECREATION,"BINDERS: CHAIN, POST, PRONG, RING, ETC. 09",$15000.00,09/16/2010,CAPITAL SERVICES AND SUPPLIES,2804 DOUGLAS STREET NE   ; WASHINGTON  ; DC  ; 20018-,WASHINGTON  ,DC
PO340586,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,EDUCATION AND TRAINING CONSULTING 38,$5000.00,09/16/2010,CAPITAL SERVICES AND SUPPLIES,2804 DOUGLAS STREET NE   ; WASHINGTON  ; DC  ; 20018-,WASHINGTON  ,DC
PO340592,UNIVERSITY OF THE DISTRICT OF COLUMBIA,"BAGS, ALL TYPES 10",$23072.49,09/16/2010,SLOAN WILLIAMS PROMOTIONAL PRO,"1425 K STREET, NW                                  SUITE 350  ; WASHINGTON  ; DC  ; 20005",WASHINGTON  ,DC
PO331721-V2,DEPARTMENT OF HEALTH,ALCOHOL AND DRUG DETOXIFICATION (INCL. REHABILITATION) 05,$11000.00,09/17/2010,LIFE STRIDE INC,3005 BLADENSBURG ROAD NE. LOWER LEVEL  ; WASHINGTON  ; DC  ; 20018-,WASHINGTON  ,DC
PO312239-V4,DEPARTMENT OF MENTAL HEALTH,PHARMACEUTICAL PRODUCTS (INCL. DRUGS AND MEDICINES) 57,$8597000.00,09/17/2010,DEFENSE CONTRACT AUDITING AGCY,8725 JOHN J. KINGMAN RD                            SUITE 2135  ; FT. BELVOR  ; VA  ; 22060,FT. BELVOR  ,VA
PO326158-V2,OFFICE OF THE ATTORNEY GENERAL,LEGAL SERVICES INCLUDING DEPOSITIONS AND EXPERT WITNESS TESTIMONY 50,$2781.90,09/17/2010,KATHLEEN F. SAMPECK,CAPITAL CASE MANAGEMENT                            2174 HARPOON DRIVE  ; STAFFORD  ; VA  ; 22554,STAFFORD  ,VA
PO340753,DEPARTMENT OF HUMAN SERVICES,"PADS, FURNITURE, PROTECTIVE AND MOVING 62",$5000.00,09/17/2010,TARGET CORP,3701 WAYZATA BLVD.                                 MAIL STOP 2B-H  ; MINNEAPOLIS  ; MN  ; 55416,MINNEAPOLIS  ,MN
PO340806,DEPARTMENT OF HUMAN SERVICES,"SCANNERS, DOCUMENT: HANDHELD, DESKTOP AND HIGH VOLUME 88",$93940.00,09/17/2010,OPEX  CORPORATION,305 COMMERCE DRIVE  ; MOORESTOWN  ; NJ  ; 08057,MOORESTOWN  ,NJ
PO340770,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$12500.00,09/17/2010,EFFICENCY ENERGY LLC,725 NEWPORT STREET  ; DENVER   ; CO  ; 80220,DENVER   ,CO
PO340696,DC PUBLIC LIBRARY,CABLE TELEVISION SERVICES (INCLUDES PAY-PER-VIEW SERVICES) 24,$28159.00,09/17/2010,COMCAST CABLE COMMUNICATIONS,"900 MICHIGAN AVENUE, NE  ; WASHINGTON  ; DC  ; 20017",WASHINGTON  ,DC
PO340839,OFFICE OF CHIEF TECHNOLOGY OFFICER,"TELEPHONE SYSTEMS (2-60 STATIONS), ELECTRONIC KEY AND 1A2 56",$134370.90,09/17/2010,"AVAYA, INC.",4250 NORTH FAIRFAX DRIVE                           10TH FLOOR  ; ARLINGTON  ; VA  ; 22203,ARLINGTON  ,VA
PO340836,OFFICE OF CHIEF TECHNOLOGY OFFICER,"TELEPHONE SYSTEMS (2-60 STATIONS), ELECTRONIC KEY AND 1A2 56",$39114.00,09/17/2010,"AVAYA, INC.",4250 NORTH FAIRFAX DRIVE                           10TH FLOOR  ; ARLINGTON  ; VA  ; 22203,ARLINGTON  ,VA
PO340835,OFFICE OF CHIEF TECHNOLOGY OFFICER,"TELEPHONE SYSTEMS (2-60 STATIONS), ELECTRONIC KEY AND 1A2 56",$33929.80,09/17/2010,"AVAYA, INC.",4250 NORTH FAIRFAX DRIVE                           10TH FLOOR  ; ARLINGTON  ; VA  ; 22203,ARLINGTON  ,VA
PO340768,OFFICE OF UNIFIED COMMUNICATIONS,"INSTALLATION OF COMPUTERS, PERIPHERALS, AND RELATED EQUIPMENT (INCLUDING SOFTWARE) 31",$109848.58,09/17/2010,"AVAYA, INC.",4250 NORTH FAIRFAX DRIVE                           10TH FLOOR  ; ARLINGTON  ; VA  ; 22203,ARLINGTON  ,VA
PO340782,DEPARTMENT OF MENTAL HEALTH,"TILE, FLOOR AND WALL, CERAMIC, UNGLAZED 66",$7054.00,09/17/2010,ARJ GROUP INC,"412 H STREET, N.E., SUITE 3  ; WASHINGTON  ; DC  ; 20002-0002",WASHINGTON  ,DC
PO340767,DEPARTMENT OF EMPLOYMENT SERVICES,HUMAN SERVICES (NOT OTHERWISE CLASSIFIED) 59,$7500.00,09/17/2010,"MEDICINE CIRCLE, INC.","8115 FENTON STREET,   SUITE 205  ; SILVER SPRING  ; MD  ; 20910",SILVER SPRING  ,MD
PO340814,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$730000.00,09/17/2010,EEC OF DC INC-FORRESTER CONSTR,1405 H STREET N.E.  SUITE 3  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO338892-V2,DEPT. OF CONSUMER AND REGULATORY AFFAIRS,"BUILDING CONSTRUCTION, RESIDENTIAL (APARTMENTS, ETC.) 23",$296999.00,09/17/2010,HORTON AND BARBER CONSTRUCTION,3127 MARTIN LUTHER KING JR. AV  ; WASHINGTON  ; DC  ; 20032,WASHINGTON  ,DC
PO337124,DEPARTMENT OF REAL ESTATE SERVICES,"BUILDING CONSTRUCTION, NON-RESIDENTIAL (OFFICE BLDG., ETC.) 22",$97500.00,09/17/2010,HORTON AND BARBER CONSTRUCTION,3127 MARTIN LUTHER KING JR. AV  ; WASHINGTON  ; DC  ; 20032,WASHINGTON  ,DC
PO311078-V3,OFFICE OF THE ATTORNEY GENERAL,LEGAL SERVICES INCLUDING DEPOSITIONS AND EXPERT WITNESS TESTIMONY 50,$4592.50,09/17/2010,"CAPITAL CASE MANAGEMENT, INC.",2174 HARPOON DRIVE  ; STAFFORD  ; VA  ; 22554,STAFFORD  ,VA
PO340798,DEPARTMENT OF PUBLIC WORKS,"DISPOSAL AND REMOVAL, DEAD ANIMALS 25",$14000.00,09/17/2010,PROFESSIONAL FUNERAL SERVICES,14640 FLINT LEE ROAD                               SUITE # C  ; CHANTILLY  ; VA  ; 20151,CHANTILLY  ,VA
PO340744,DEPARTMENT OF HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$194118.00,09/17/2010,"DIOGENEC GROUP, LLP",911 MASSACHUSETTS AVE NE  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO320039-V2,OFF PUBLIC ED FACILITIES MODERNIZATION,"LEGAL SERVICES, ATTORNEYS 49",$3033.00,09/17/2010,MICHAEL A. MURPHY,9300-B OLD KEENE MILL RD  ; BURKE  ; VA  ; 22015,BURKE  ,VA
PO286139-V3,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$17429.56,09/17/2010,"HARRINGTON CONTRACTORS, INC","913 U STREET, NW  ; WASHINGTON  ; DC  ; 20001",WASHINGTON  ,DC
PO314819-V14,DEPARTMENT ON DISABILITY SERVICES,TRANSITIONAL LIVING 92,$927090.53,09/17/2010,"CAPITAL CARE, INC.",12416 DENLEY RD  ; SILVER SPRING  ; MD  ; 20906,SILVER SPRING  ,MD
PO340763,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$223000.00,09/17/2010,TURNER CONSTRUCTION COMPANY,3865 WILSON BLVD. SUITE 300   ; ARLINGTON  ; VA  ; 22203-1764,ARLINGTON  ,VA
PO333864-V2,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$758069.50,09/17/2010,TURNER CONSTRUCTION COMPANY,3865 WILSON BLVD. SUITE 300   ; ARLINGTON  ; VA  ; 22203-1764,ARLINGTON  ,VA
