PO_NUMBER,AGENCY_NAME,NIGP_DESCRIPTION,PO_TOTAL_AMOUNT,ORDER_DATE,SUPPLIER,SUPPLIER_FULL_ADDRESS,SUPPLIER_CITY,SUPPLIER_STATE
PO246222,DEPARTMENT OF HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$28099.00,01/02/2008,GPS NORTH AMERICA,40 STEEPLECHASE DRIVE  ; HOLLAN  ; PA  ; 18966,HOLLAN  ,PA
PO284535,DEPT. OF HOUSING AND COMM. DEVELOPMENT,CONSULTING SERVICES 00,$9900.00,12/22/2008,SUBODH MATHUR,6417 DAHLONEGA ROAD  ; BETHESDA  ; MD  ; 20816,BETHESDA  ,MD
PO275179-V2,DEPARTMENT ON DISABILITY SERVICES,HUMAN SERVICES 00,$688856.85,12/22/2008,R.S.C.R. - WV INC.,"1 DUNBAR PLAZA, STE 100                            P.O. BOX 484  ; DUNBAR  ; WV  ; 25064",DUNBAR  ,WV
PO284591,OFFICE OF MUNICIPAL PLANNING,HISTORICAL STUDIES AND SERVICES 30,$24250.00,12/22/2008,MARIA GILLEM,"1733 U STREET, NW  ; WASHINGTON  ; DC  ; 20009-0009",WASHINGTON  ,DC
PO284564,DEPARTMENT OF MENTAL HEALTH,PAINTING EQUIPMENT AND ACCESSORIES 00,$5600.00,12/22/2008,MCCORMICK PAINT WORKS CO,2355 LEWIS AVENUE  ; ROCKVILLE  ; MD  ; 20851,ROCKVILLE  ,MD
PO284601,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$30000.00,12/22/2008,WASHINGTON STORYTELLERS THEATR,"3026 PORTER STREET, NW                             #102  ; WASHINGTON  ; DC  ; 20008",WASHINGTON  ,DC
PO284610,DEPT. OF HOUSING AND COMM. DEVELOPMENT,SOFTWARE MAINTENANCE/SUPPORT 45,$13870.12,12/22/2008,HOUSING & DEVELOPMENT SOFTWARE,2685 EXECUTIVE PARK DR. SUITE 8  ; WESTON  ; FL  ; 33331-,WESTON  ,FL
PO284582,OFFICE OF CHIEF TECHNOLOGY OFFICER,TELECOMMUNICATIONS CONSULTING 95,$24900.00,12/22/2008,DOCUMENT SYSTEMS INC,"333 HAWAII AVENUE, NE                              SUITE 200  ; WASHINGTON  ; DC  ; 20011",WASHINGTON  ,DC
PO284617,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,IN-SERVICE TRAINING (FOR EMPLOYEES) 35,$6348.00,12/22/2008,WRIGHT EDUCATIONAL CONSULTANT,4925 BROWN STATION ROAD  ; UPPER MARLBORO  ; MD  ; 20772,UPPER MARLBORO  ,MD
PO284596,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$332000.00,12/22/2008,GALA HISPANIC THEATER,"2437 15TH STREET., NW  ; WASHINGTON  ; DC  ; 20009",WASHINGTON  ,DC
PO284615,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,TEXTBOOKS: 9TH THRU 12TH GRADE (INCLUDES STUDENT AND TEACHER EDITIONS) 87,$7252.75,12/22/2008,HOLT RINCHART & WINSTON,6277 SEA HARBOR DRIVE  ; ORLANDO  ; FL  ; 32887,ORLANDO  ,FL
PO274956-V2,OFFICE OF PEOPLE'S COUNSEL,COURIER/DELIVERY SERVICES (INCLUDING AIR COURIER SERVICES) 24,$5000.00,12/22/2008,UNITED PARCEL SERVICE,8440 ARDWICK ROAD  ; LANDOVER  ; MD  ; 20785,LANDOVER  ,MD
PO284581,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$87760.00,12/22/2008,OST INC,1155 15TH STREET NW                                SUITE 600  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO284518,DEPARTMENT OF PUBLIC WORKS,SCALES AND WEIGHING APPARATUS MAINTENANCE AND REPAIR 79,$44400.00,12/22/2008,METTLER-TOLEDO INC,1900 POLARIS PKWY  ; COLUMBUS  ; OH  ; 43240,COLUMBUS  ,OH
PO284600,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$30000.00,12/22/2008,PATRICIA M SITAR CENTER,"FOR THE ARTS 1700 KALORAMA RD NW, SUITE 101  ; WASHINGTON  ; DC  ; 20009-",WASHINGTON  ,DC
PO283606,DEPARTMENT OF REAL ESTATE SERVICES,"OFFICE SUPPLIES, GENERAL 00",$15000.00,12/22/2008,PREMIER OFFICE & MEDICAL SUPPL,1020 49TH STREET NE   ; WASHINGTON  ; DC  ; 20019-,WASHINGTON  ,DC
PO284603,METROPOLITAN POLICE DEPARTMENT,"HOTEL/MOTEL ACCOMODATIONS (INCL. LODGES, RESORTS, BED/BREAKFAST INNS, ETC.) 30",$36720.00,12/22/2008,"SELECT HOTELS, GROUP, LLC",200 WEST MONROE STREET SUITE 800  ; CHICAGO  ; IL  ; 60606-0606,CHICAGO  ,IL
PO283031,STATE SUPERINTENDENT OF EDUCATION (OSSE),PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$8500.00,12/22/2008,CUSTOMER EXPRESSIONS CORP,"940 BELFAST ROAD                                   SUITE 201  ; OTTAWA, ONTARIO  ;    ; K1G4A-2","OTTAWA, ONTARIO  ",
PO281101-V2,DEPART OF YOUTH REHABILITATION SERVICES,"CAFETERIA AND KITCHEN EQUIPMENT, COMMERCIAL, MAINTENANCE AND REPAIR 30",$9000.00,12/22/2008,ELECTRIC MOTOR REPAIR COMPANY,9100 YELLOWBRICK ROAD                              SUITE H  ; BALTIMORE  ; MD  ; 21237,BALTIMORE  ,MD
PO284614,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$70157.50,12/22/2008,"THE TRIAGE GROUP, LLC","700 12TH STREET, NW                                SUITE 700  ; WASHINGTON  ; DC  ; 20005",WASHINGTON  ,DC
PO284376,DEPARTMENT OF PUBLIC WORKS,SOFTWARE MAINTENANCE/SUPPORT 45,$39448.00,12/22/2008,CCG SYSTEMS INC,612 COLONIAL AVENUE  ; NORFOLK  ; VA  ; 23507,NORFOLK  ,VA
PO284597,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$30000.00,12/22/2008,BUILDING BRIDGES ACROSS RIVER,1901 MISSISSIPPI AVE SE  ; WASHINGTON  ; DC  ; 20020,WASHINGTON  ,DC
PO284598,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$50000.00,12/22/2008,NOMA IMPROVEMENT ASSOCIATION,"131 M STREET, NE                                   SUITE 105  ; WASHINGTON  ; DC  ; 20002",WASHINGTON  ,DC
PO284604,COUNCIL OF THE DISTRICT OF COLUMBIA,"BOOTH, CONVENTION/EXHIBIT, RENTAL OR LEASE 05",$2900.00,12/22/2008,WASH CONVENT CENTER AUTHORITY,"801 MOUNT VERNON PLACE, NW  ; WASHINGTON  ; DC  ; 20001",WASHINGTON  ,DC
PO284514,DEPARTMENT OF PUBLIC WORKS,PAINT AND VARNISH REMOVERS (INCLUDES PAINTED GRAFFITI REMOVERS) (SEE 485-16 FOR OTHER TYPES OF GRAFFITI REMOVERS) 45,$44200.00,12/22/2008,URBAN RESTORATION GROUP INC.,1146 N. CENTRAL AVENUE                             NO. 531  ; GLENDALE  ; CA  ; 91202,GLENDALE  ,CA
PO284558,SPECIAL EDUCATION TRANSPORTATION,"ACCESS SERVICES, DATA 02",$10000.00,12/22/2008,"EDUCATION LOGISTICS, INC.",3000 PALMER STREET  ; MISSOULA  ; MT  ; 59808,MISSOULA  ,MT
PO281961-V2,SPECIAL EDUCATION TRANSPORTATION,"ACCESS SERVICES, DATA 02",$17100.00,12/22/2008,"EDUCATION LOGISTICS, INC.",3000 PALMER STREET  ; MISSOULA  ; MT  ; 59808,MISSOULA  ,MT
PO284602,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$30000.00,12/22/2008,DANCE INSTITUTE OF WASHINGTON,"3400 14TH STREET, NW  ; WASHINGTON  ; DC  ; 20010",WASHINGTON  ,DC
PO275304-V3,DEPARTMENT OF PUBLIC WORKS,"AUTOMOBILE, TRUCK AND BUS PARTS AND EQUIPMENT 09",$90000.00,12/22/2008,OLD DOMINION BRUSH COMPANY,5118 GLEN ALDEN DR  ; RICHMOND  ; VA  ; 23231,RICHMOND  ,VA
PO284595,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$30000.00,12/22/2008,WASHINGTON IMPROVISATIONAL,THEATER CO.                                        916 G STREET NW  ; WASHINGTON  ; DC  ; 20001,WASHINGTON  ,DC
PO284608,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$30364.00,12/22/2008,CITY DANCE ENSEMBLE INC,"1111 16TH STREET NW, SUITE 300  ; WASHINGTON  ; DC  ; 20036",WASHINGTON  ,DC
PO274046-V2,DISTRICT DEPARTMENT OF THE ENVIRONMENT,STORM WATER DISCHARGE TESTING SERVICES 88,$326277.99,12/22/2008,ENVIRONMENTAL DESIGN &,1104 GOOD HOPE ROAD S.E.   ; WASHINGTON  ; DC  ; 20032-,WASHINGTON  ,DC
PO274958-V2,OFFICE OF PEOPLE'S COUNSEL,COURIER/DELIVERY SERVICES (INCLUDING AIR COURIER SERVICES) 24,$5000.00,12/22/2008,VMW EXPRESS LOGISTICS INC.,8460 J - TYCO ROAD  ; VIENNA  ; VA  ; 22182,VIENNA  ,VA
PO284586,METROPOLITAN POLICE DEPARTMENT,"DISPLAY, EXHIBIT, AND PROMOTIONAL MATERIALS 30",$9185.00,12/22/2008,POWELL MANUFACTURING INDUSTRIE,258 35TH STREET NE  ; WASHINGTON  ; DC  ; 20019,WASHINGTON  ,DC
PO284811,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER HARDWARE CONSULTING 28,$87760.00,12/23/2008,OST INC,1155 15TH STREET NW                                SUITE 600  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO284663,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"OFFICE SUPPLIES, GENERAL 00",$2921.17,12/23/2008,CAPITAL SERVICES AND SUPPLIES,2804 DOUGLAS STREET NE  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO284824,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$87760.00,12/23/2008,OST INC,1155 15TH STREET NW                                SUITE 600  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO284823,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$87760.00,12/23/2008,OST INC,1155 15TH STREET NW                                SUITE 600  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO284753,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"PRINTER ACCESSORIES AND SUPPLIES: CHEMICALS, FORMS TRACTORS, INKS AND CARTRIDGES, LABEL SHEETS, SHEET FEEDERS, TONER CARTRIDGES, WHEELS, ETC. 72",$3876.00,12/23/2008,BRANCH SUPPLY INCORPORATION,1050 17TH STREET NW SUITE 1000  ; WASHINGTON  ; DC  ; 20036-,WASHINGTON  ,DC
PO284821,OFF PUBLIC ED FACILITIES MODERNIZATION,"LAND, RENTAL OR LEASE 35",$60000.00,12/23/2008,DC SPORTS COMMISSION,"RFK STADIUM                                        2400 EAST CAPITOL STREET, SE  ; WASHINGTON  ; DC  ; 20003",WASHINGTON  ,DC
PO284715,DEPARTMENT OF TRANSPORTATION,CONSTRUCTION MANAGEMENT SERVICES 26,$79648.80,12/23/2008,CMTS DC LLC,1101 15TH STREET NW  SUITE 208  ; WASHINGTON  ; DC  ; 20005-,WASHINGTON  ,DC
PO284788,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,GRAPHIC ART TYPE SUPPLIES 53,$4370.13,12/23/2008,SCHOOL SPECIALTY,W 6316 DESIGN DRIVE  ; GREENVILLE  ; WI  ; 54942,GREENVILLE  ,WI
PO284782,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,PRINTING AND RELATED SERVICES 00,$54640.00,12/23/2008,FORMOST ADVANCED CREATIONS,1730 17TH STREET NE   ; WASHINGTON  ; DC  ; 20002-,WASHINGTON  ,DC
PO284822,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"ADMINISTRATION OF CONTRACTS: SUMMARY OF WORK, QUALITY CONTROL, PROJECT CLOSEOUT, ETC. 03",$46108.96,12/23/2008,CARNEGIE INSTITUTION OF WASHIN,1530 P STREET NW  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO284708,DC PUBLIC LIBRARY,"LIBRARY FURNITURE: BOOK TRUCKS, CARD CABINETS, CARRELS, CHAIRS, CURB-SIDE BOOK RETURNS, DICTIONARY STANDS, STEP STOOLS, TABLES, ETC. 56",$3740.00,12/23/2008,GAYLORD BROS,7272 MORGAN RD  ; LIVERPOOL  ; NY  ; 13090,LIVERPOOL  ,NY
PO284709,DC PUBLIC LIBRARY,"LIBRARY FURNITURE: BOOK TRUCKS, CARD CABINETS, CARRELS, CHAIRS, CURB-SIDE BOOK RETURNS, DICTIONARY STANDS, STEP STOOLS, TABLES, ETC. 56",$3740.00,12/23/2008,GAYLORD BROS,7272 MORGAN RD  ; LIVERPOOL  ; NY  ; 13090,LIVERPOOL  ,NY
PO284620,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"BOOKS, ALL TYPES (LIBRARY, SCHOOL, ETC.) 18",$4750.02,12/23/2008,MCGRAW-HILL COMPANIES,1221 AVENUE OF THE AMERICAS ST  ; NEW YORK  ; NY  ; 10020,NEW YORK  ,NY
PO284691,METROPOLITAN POLICE DEPARTMENT,"HOTEL/MOTEL ACCOMODATIONS (INCL. LODGES, RESORTS, BED/BREAKFAST INNS, ETC.) 30",$128520.00,12/23/2008,HYATT REGENCY HOTEL,200 WEST MONROE STREET SUITE 800  ; CHICAGO  ; IL  ; 60606-0606,CHICAGO  ,IL
PO284773,OFFICE OF JUSTICE GRANTS ADMINISTRATION,NON-BIDDABLE MISCELLANEOUS ITEMS 00,$61415.00,12/23/2008,DC COURTS,515 5TH STREET N.W.                                118D  ; WASHINGTON  ; DC  ; 20001,WASHINGTON  ,DC
PO284692,METROPOLITAN POLICE DEPARTMENT,"HOTEL/MOTEL ACCOMODATIONS (INCL. LODGES, RESORTS, BED/BREAKFAST INNS, ETC.) 30",$55080.00,12/23/2008,"SELECT HOTELS, GROUP, LLC",200 WEST MONROE STREET SUITE 800  ; CHICAGO  ; IL  ; 60606-0606,CHICAGO  ,IL
PO284819,METROPOLITAN POLICE DEPARTMENT,"HOTEL/MOTEL ACCOMODATIONS (INCL. LODGES, RESORTS, BED/BREAKFAST INNS, ETC.) 30",$64000.00,12/23/2008,LES HOTEL LESSEE HOLDINGS LLC,HOMEWOOD SUITES DULLES AIRPORT 13460 SUNRISE VALLEY DRIVE  ; HERNDON  ; VA  ; 20171-0000,HERNDON  ,VA
PO284855,OFFICE OF UNIFIED COMMUNICATIONS,EMPLOYMENT AGENCY AND SEARCH FIRM SERVICES (INCLUDING BACKGROUND INVESTIGATIONS AND DRUG TESTING FOR EMPLOYMENT) 30,$31859.20,12/23/2008,ASPEN OF DC,"1200 G. STREET, NW. SUITE 800  ; WASHINGTON  ; DC  ; 20005-",WASHINGTON  ,DC
PO284774,OFFICE OF JUSTICE GRANTS ADMINISTRATION,NON-BIDDABLE MISCELLANEOUS ITEMS 00,$36332.00,12/23/2008,YOUNG PLAYWRIGHTS THEATRE,2437 15TH ST NW  ; WASHINGTON  ; DC  ; 20009,WASHINGTON  ,DC
PO284772,OFFICE OF JUSTICE GRANTS ADMINISTRATION,NON-BIDDABLE MISCELLANEOUS ITEMS 00,$108000.00,12/23/2008,BELL MULTICULTURAL CAREER PGM,"3101 16TH STREET, NW ROOM E121A  ; WASHINGTON  ; DC  ; 20010-",WASHINGTON  ,DC
PO284623,UNIVERSITY OF THE DISTRICT OF COLUMBIA,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$5827.50,12/23/2008,DAN KUGLER A/T CONTRACT BLINDS,11910 PARKLAWN DRIVE SUIT J  ; ROCKVILLE  ; MD  ; 20852-,ROCKVILLE  ,MD
PO284713,DEPARTMENT OF TRANSPORTATION,"CONSTRUCTION SERVICES, HEAVY 00",$2029198.00,12/23/2008,METRO WASH. COUNCIL OF,GOVERNMENT                                         777 N CAPITAL ST NE STE 300  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO278065-V2,DEPT. OF HOUSING AND COMM. DEVELOPMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$26667.00,12/23/2008,MARSHALL HEIGHTS COMMUNITY,DEVELOPMENT ORGANIZATION 3939 BENNING ROAD NE  ; WASHINGTON  ; DC  ; 20019-,WASHINGTON  ,DC
PO284791,DEPARTMENT OF HEALTH,LOAN ADMINISTRATION 60,$21600.00,12/23/2008,FAHAD ASHRAF,1201 SOUTH EADS ST APT # 1519  ; ARLINGTON  ; VA  ; 22202-,ARLINGTON  ,VA
PO284852,EQUIPMENT LEASE - CAPITAL,COMPUTER SOFTWARE CONSULTING 29,$851100.00,12/23/2008,"MOTOROLA, INC.",7031 COLUMBIA GATEWAY DR                           3RD FLOOR  ; COLUMBIA  ; MD  ; 21046,COLUMBIA  ,MD
PO284854,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$24995.00,12/23/2008,PICTOMETRY INTERNATIONAL CORP.,100 TOWN CENTRE DRIVE                              SUITE A  ; ROCHESTER  ; NY  ; 14623,ROCHESTER  ,NY
PO284752,EQUIPMENT LEASE - CAPITAL,HARDWARE 50,$93891.20,12/23/2008,SOFTWARE INFORMATION RESOURCE,"1325 G. STREET, NW.                                SUITE 500  ; WASHINGTON  ; DC  ; 20005",WASHINGTON  ,DC
PO284778,METROPOLITAN POLICE DEPARTMENT,POLICE EQUIPMENT AND SUPPLIES 00,$6750.00,12/23/2008,REEF INDUSTRIES INC,9209 ALMEDA GENOA RD  ; HOUSTON  ; TX  ; 77075,HOUSTON  ,TX
PO284807,DEPARTMENT OF PUBLIC WORKS,"BUILDING CONSTRUCTION SERVICES, NEW 00",$247557.00,12/23/2008,MODULAR SPACE CORPORATION,530 EAST SWEDESFORD ROAD  ; WAYNE  ; PA  ; 19087,WAYNE  ,PA
PO284828,METROPOLITAN POLICE DEPARTMENT,"PRINTER ACCESSORIES AND SUPPLIES: CHEMICALS, FORMS TRACTORS, INKS AND CARTRIDGES, LABEL SHEETS, SHEET FEEDERS, TONER CARTRIDGES, WHEELS, ETC. 72",$20000.00,12/23/2008,"STAR OFFICE PRODUCTS, INC",1900 L STREET NW SUITE 303  ; WASHINGTON  ; DC  ; 20036-,WASHINGTON  ,DC
PO278218-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$105000.00,12/23/2008,PROFESSIONAL MGMT CONSULTING,"700 12TH ST., NW                                   SUITE 700  ; WASHINGTON  ; DC  ; 20005",WASHINGTON  ,DC
PO282897,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,"APPRAISAL SERVICES, REAL ESTATE 15",$10000.00,12/23/2008,MORRIS E. JAMES JR,"1234 MASSACHUSETTS AVENUE, NW                      SUITE 128  ; WASHINGTON  ; DC  ; 20005",WASHINGTON  ,DC
PO284732,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,JANITORIAL/CUSTODIAL SERVICES 39,$10575.00,12/23/2008,ROBERSON INTERNATIONAL INC,"1437 N. GATE ROAD, NW   ; WASHINGTON  ; DC  ; 20012-",WASHINGTON  ,DC
PO284767,DEPARTMENT OF PARKS AND RECREATION,"LOCKS, KEY BLANKS, AND LOCKSMITH TOOLS  (INCLUDING TIME LOCKS) 55",$3237.85,12/23/2008,CAPITAL SERVICES AND SUPPLIES,2804 DOUGLAS STREET NE  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO284644,OFFICE OF CABLE TV,AUDIO/VIDEO EQUIPMENT AND ACCESSORY RENTAL OR LEASE 12,$4615.00,12/23/2008,R & R LIGHTING COMPANY,813 SILVER SPRING AVENUE  ; SILVER SPRING  ; MD  ; 20910,SILVER SPRING  ,MD
PO284793,DEPARTMENT OF HEALTH,LOAN ADMINISTRATION 60,$11800.00,12/23/2008,TRAVIS DRAKE FLOWER,2701 S. 16TH ST. #562  ; ARLINGTON  ; VA  ; 22204,ARLINGTON  ,VA
PO284645,SPECIAL EDUCATION TRANSPORTATION,JANITORIAL/CUSTODIAL SERVICES 39,$46358.84,12/23/2008,TRINITY II CORP,3215 MARTIN LUTHER KING AVE SE  ; WASHINGTON  ; DC  ; 20032,WASHINGTON  ,DC
PO284669,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"CALCULATORS, ELECTRONIC, DISPLAY TYPE, NON-PROGRAMMABLE 17",$3822.75,12/23/2008,CAPITAL SERVICES AND SUPPLIES,2804 DOUGLAS STREET NE  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO284816,OFF PUBLIC ED FACILITIES MODERNIZATION,OFFICE SPACE RENTAL OR LEASE 45,$30750.06,12/23/2008,PINEY BRANCH MOTORS,9299 WASHINGTON BOULEVARD                          PO BOX 427  ; SAVAGE  ; MD  ; 20763,SAVAGE  ,MD
PO284839,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,ESCROW AND TITLE SERVICES 46,$2300000.00,12/23/2008,CANAL PARK DEVELOPMENT ASSOC,1100 NEW JERSEY AVE SE                             SUITE 1000  ; WASHINGTON  ; DC  ; 20003,WASHINGTON  ,DC
PO284794,DEPARTMENT OF MOTOR VEHICLES,SEPTIC TANK MAINTENANCE AND REPAIR SERVICES (INCLUDES ABSORPTION/LEACH FIELD CONSTRUCTION) 68,$9000.00,12/23/2008,"J. P. SEWOROOTOR, INC.",5350 ODELL ROAD  ; BELTSVILLE  ; MD  ; 20705,BELTSVILLE  ,MD
PO284711,OFFICE OF CHIEF FINANCIAL OFFICER,CONSULTING SERVICES 00,$2793.15,12/23/2008,LPI SOFTWARE FUNDING GROUP,593 CRICKET LANE                                   SUITE 200  ; WAYNE  ; PA  ; 19087,WAYNE  ,PA
PO251579-V3,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$144400.00,12/23/2008,"NEW LIGHT TECHNOLOGIES, INC.",7412 ALASKA AVENUE NW   ; WASHINGTON  ; DC  ; 20012-,WASHINGTON  ,DC
PO284764,DEPARTMENT OF HEALTH,RENTAL OR LEASE OF EQUIPMENT - GENERAL EQUIPMENT 00,$34231.80,12/23/2008,NEW CONCEPT PRODUCTS INC,5717 SELLGER DRIVE  ; NORFOLK  ; VA  ; 23502,NORFOLK  ,VA
PO284651,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,"MISCELLANEOUS SERVICES, NO. 1 00",$10000.00,12/23/2008,"GRAVES & HORTON, LLC","1341 G STREET, NW                                  SUITE 800  ; WASHINGTON  ; DC  ; 20005",WASHINGTON  ,DC
PO284643,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,"MISCELLANEOUS SERVICES, NO. 1 00",$10000.00,12/23/2008,ORRICK HERRINGTON SUTCLIFFE LP,666 FIFTH AVENUE  ; NEW YORK  ; NY  ; 10103-0001,NEW YORK  ,NY
PO284646,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,"MISCELLANEOUS SERVICES, NO. 1 00",$10000.00,12/23/2008,ORRICK HERRINGTON SUTCLIFFE LP,666 FIFTH AVENUE  ; NEW YORK  ; NY  ; 10103-0001,NEW YORK  ,NY
PO284650,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,"MISCELLANEOUS SERVICES, NO. 1 00",$10000.00,12/23/2008,ORRICK HERRINGTON SUTCLIFFE LP,666 FIFTH AVENUE  ; NEW YORK  ; NY  ; 10103-0001,NEW YORK  ,NY
PO284648,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,"MISCELLANEOUS SERVICES, NO. 1 00",$10000.00,12/23/2008,ORRICK HERRINGTON SUTCLIFFE LP,666 FIFTH AVENUE  ; NEW YORK  ; NY  ; 10103-0001,NEW YORK  ,NY
PO284802,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"STEEL TANKS, SURFACE AND UNDERGROUND TYPE (FOR GASOLINE, KEROSENE, ETC.) 70",$2808.30,12/23/2008,CAPITAL SERVICES AND SUPPLIES,2804 DOUGLAS STREET NE  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO284805,DEPARTMENT OF PUBLIC WORKS,SOLID OR LIQUID WASTE DISPOSAL (INCLUDING MANAGEMENT SERVICES) (SEE 962-45 FOR HAZARDOUS WASTE DISPOSAL) 71,$98977.50,12/23/2008,C&E SERVICES INC OF WASH,1224 W STREET SE   ; WASHINGTON  ; DC  ; 20020-,WASHINGTON  ,DC
PO284832,OFFICE OF CHIEF TECHNOLOGY OFFICER,CONSULTING SERVICES 00,$11286.00,12/23/2008,TRULAND SERVICES CORPORATION,5520 CHEREKEE AVENUE                               #204  ; ALEXANDRIA  ; VA  ; 22312,ALEXANDRIA  ,VA
PO284639,UNIVERSITY OF THE DISTRICT OF COLUMBIA,"OFFICE SUPPLIES, GENERAL 00",$3120.00,12/23/2008,"SMARTHINKING, INC","1900 L STREET, NW                                  SUITE # 301  ; WASHINGTON  ; DC  ; 20036",WASHINGTON  ,DC
PO284630,UNIVERSITY OF THE DISTRICT OF COLUMBIA,NEWSPAPER AND PUBLICATION ADVERTISING 71,$3485.00,12/23/2008,"MONGOOSE ATLANTIC, INC","61 BROADWAY, SUITE 3024  ; NEW YORK   ; NY  ; 10006",NEW YORK   ,NY
PO284667,DEPARTMENT ON DISABILITY SERVICES,HUMAN SERVICES 00,$182442.78,12/23/2008,"CENTER FOR SOCIAL CHANGE, INC.",6600 AMBERTON DRIVE  ; ELKRIDGE  ; MD  ; 21075,ELKRIDGE  ,MD
PO284664,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,PRINTING AND RELATED SERVICES 00,$5833.60,12/23/2008,US POSTAL SERVICE,STAMP STORE POSTAL SQUARE STA                      #2 MASS AVENUE NE  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO284771,FIRE AND EMERGENCY MEDICAL SERVICES,"ELECTRODES, GROUNDING PADS, LEAD WIRES, AND ELECTRODE GEL (FOR MONITORING DEVICES), DISPOSABLE 35",$12505.80,12/23/2008,BOUNDTREE MEDICAL LLC,15 CENTERVALE RD  ; HENNIKER  ; NH  ; 03242,HENNIKER  ,NH
PO284674,DEPARTMENT OF TRANSPORTATION,"CONSTRUCTION, STREET (MAJOR AND RESIDENTIAL)(INCLUDES RECONSTRUCTION) 50",$264000.00,12/23/2008,CULTURAL TOURISM DC,1250 H STREET NW                                   SUITE 1000  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO284668,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,EDUCATION AND TRAINING CONSULTING 38,$10000.00,12/23/2008,WRIGHT EDUCATIONAL CONSULTANT,4925 BROWN STATION ROAD  ; UPPER MARLBORO  ; MD  ; 20772,UPPER MARLBORO  ,MD
