PO_NUMBER,AGENCY_NAME,NIGP_DESCRIPTION,PO_TOTAL_AMOUNT,ORDER_DATE,SUPPLIER,SUPPLIER_FULL_ADDRESS
PO381989,STATE SUPERINTENDENT OF EDUCATION (OSSE),"TEACHING AND INSTRUCTION SERVICES  (INCLUDING ELEMENTARY AND SECONDARY EDUCATION, HIGHER EDUCATION AND ADULT EDUCATION) 78",25000,12/06/2011,"CENTRONIA, INC.","1420 COLUMBIA ROAD NW, WASHINGTON, DC, 20009"
PO381990,FIRE AND EMERGENCY MEDICAL SERVICES,COMPUTER SOFTWARE CONSULTING 29,62219.97,12/06/2011,OPEN INCORPORATED,"11283 EAGLE VIEW BLVD, SUITE 100, WOODBURY, MN, 55129"
PO341884-V2,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,45451.64,12/06/2011,EHRENKRANTZ ECKSTUT & KUHN ARC,"161 AVENUE OF THE AMERICAS, NEW YORK, NY, 10013"
PO382008,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"MAILING, PACKAGING, AND SHIPPING MACHINES (INCLUDING PACKAGING MATERIAL DISPENSING MACHINES) 71",3000,12/06/2011,XEROX CORPORATION,"100 S. CLINTON AVENUE, ROCHESTER, NY, 14644"
PO382005,DEPARTMENT OF PUBLIC WORKS,SNOW AND ICE REMOVAL SERVICES 72,15600,12/06/2011,TD CAMPBELL TRUCKING LLC,"13908 GRENFELL PL, BOWIE, MD, 20720"
PO382003,DEPARTMENT OF HUMAN SERVICES,"HOTEL/MOTEL ACCOMODATIONS (INCL. LODGES, RESORTS, BED/BREAKFAST INNS, ETC.) 30",37000,12/06/2011,COMFORT INN & SUITES,"44 WASHINGTON ASSOCIATES LLC 44 HERSHA DRIVE, HARRISBURG, PA, 17102"
PO382006,DEPARTMENT OF TRANSPORTATION,"PARKING METER SERVICES (INCLUDING COLLECTION, INSTALLATION, AND REMOVAL) 60",168344,12/06/2011,ACS STATE AND LOCAL SOLUTIONS,"100 HANCOCK STREET, QUINCY, MA, 02171"
PO382010,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,STRATEGIC TECHNOLOGY PLANNING AND CONSULTING SERVICES 90,9868.5,12/06/2011,TRIUMPH COMMUNICATIONS DBA MAD,"12065 TECH RD, SILVER SPRING, MD, 20904"
PO381994-V2,OFFICE OF THE ATTORNEY GENERAL,LEGAL SERVICES INCLUDING DEPOSITIONS AND EXPERT WITNESS TESTIMONY 50,10000,12/06/2011,"MCDONOUGH BOLYARD PECK, INC.","3040 WILLIAMS DRIVE SUITE 300, FAIRFAX, VA, 22031"
PO382101,DEPARTMENT OF REAL ESTATE SERVICES,"RECYCLED PLUMBING EQUIPMENT, ACCESSORIES AND SUPPLIES 95",30000,12/07/2011,"EASTERN PLUMBING SUPPLY, INC.","1121 FLORIDA AVE. NE, WASHINGTON, DC, 20002"
PO382168,DEPARTMENT OF REAL ESTATE SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,18190,12/07/2011,AUSTIN L. SPRIGGS ASSOCIATES,"8403 RAMSEY AVENUE, SILVER SPRING, MD, 20910"
PO376910-V2,DEPARTMENT OF PUBLIC WORKS,"AUTOMOBILE, TRUCK AND BUS PARTS AND EQUIPMENT 09",58000,12/07/2011,ALBAN TRACTOR CO INC,"8531 PULASKI HIGHWAY, BALTIMORE, MD, 21237"
PO382022,DEPARTMENT OF HUMAN SERVICES,"CARD PRINTING: TAB, POST, FORM, ETC. 11",15000,12/07/2011,DUPONT COMPUTERS,"1761 S STREET NW, WASHINGTON, DC, 20009"
PO382154,DEPARTMENT OF HUMAN SERVICES,"COMPUTERS, DATA PROCESSING EQUIPMENT AND ACCESSORIES (NOT WORD PROCESSING EQUIPMENT), MAINTENANCE AND REPAIR 21",8590,12/07/2011,DUPONT COMPUTERS,"1761 S STREET NW, WASHINGTON, DC, 20009"
PO382167,OFFICE OF THE CHIEF MEDICAL EXAMINER,ISOLATION SYSTEM (FOR COMPUTER CENTER) 44,3562.75,12/07/2011,"MVS, INC.","1401 14TH STREET NW, WASHINGTON, DC, 20005"
PO382097,OFFICE OF THE ATTORNEY GENERAL,LEGAL SERVICES INCLUDING DEPOSITIONS AND EXPERT WITNESS TESTIMONY 50,6657.5,12/07/2011,PRO-TYPISTS INC,"3235 P STREET NW, WASHINGTON, DC, 20007"
PO382126,DEPARTMENT OF REAL ESTATE SERVICES,"GENERAL CONSTRUCTION: MANAGEMENT, SCHEDULING, COST ESTIMATION - ENGINEERING 44",100000,12/07/2011,"THIHA, INC","4900 MASSACHUTTES AVE, NW #330, WASHINGTON, DC, 20016"
PO382125,DEPARTMENT OF REAL ESTATE SERVICES,"GENERAL CONSTRUCTION: MANAGEMENT, SCHEDULING, COST ESTIMATION - ENGINEERING 44",32987.84,12/07/2011,"THIHA, INC","4900 MASSACHUTTES AVE, NW #330, WASHINGTON, DC, 20016"
PO382103,DISTRICT DEPARTMENT OF THE ENVIRONMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,500000,12/07/2011,UNITED PLANNING ORGANIZATION,"301 RHODE ISLAND AVENUE NW, WASHINGTON, DC, 20001"
PO382172,DEPARTMENT OF REAL ESTATE SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,83254.05,12/07/2011,KEYSTONE PLUS CONSTRUCTION COR,"1600 K ST NW, WASHINGTON DC, 20006"
PO382164,DEPARTMENT OF REAL ESTATE SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,250000,12/07/2011,KEYSTONE PLUS CONSTRUCTION COR,"1600 K ST NW, WASHINGTON DC, 20006"
PO382083,DEPT. OF HOUSING AND COMM. DEVELOPMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,243742.5,12/07/2011,NCRC - NATIONAL COMMUNITY,"727 15TH STREET NW, WASHINGTON, DC, 20005"
PO382095,FIRE AND EMERGENCY MEDICAL SERVICES,"SPRINGS, LEAVES, ETC. 84",35000,12/07/2011,"MIDDLETON &  MEADS COMPANY, IN","1900 S HANOVER STREET, BALTIMORE, MD, 21230"
PO382082,METROPOLITAN POLICE DEPARTMENT,"GUN CLEANING SUPPLIES: PATCHES, RODS, SILICONE CLOTHS, SOLVENTS AND BRUSHES, ETC. 56",10000,12/07/2011,SUPERIOR SERVICE & ASSOC. INC,"1539 FIRST STREET SW, WASHINGTON, DC, 20024"
PO382175,OFFICE OF RISK MANAGEMENT,FURNITURE 46,28670.12,12/07/2011,CAPITAL SERVICES AND SUPPLIES,"2804 DOUGLAS STREET NE, WASHINGTON, DC, 20018"
PO380213-V3,OFFICE OF CHIEF FINANCIAL OFFICER,BOND PAPER (INCLUDING RECYCLED) 21,16638.6,12/07/2011,CAPITAL SERVICES AND SUPPLIES,"2804 DOUGLAS STREET NE, WASHINGTON, DC, 20018"
PO382089,EQUIPMENT LEASE - CAPITAL,FLEET MANAGEMENT SERVICES 41,922261.23,12/07/2011,MAJOR POLICE SUPPLY/GENERAL SALES ADMINISTRATION,"47 N. DELL AVENUE, KENVIL, NJ, 07847"
PO379144,DEPARTMENT OF HEALTH,"PUMPS, HOSPITAL: BREAST, ENTERAL AND IV FEEDING, INFUSION, PRESSURE, SUCTION (ASPIRATORS), AND VACUUM 78",24991.41,12/07/2011,MEDELA INC.,"1101 CORPORATE DR., MCHENRY, IL, 60050"
PO382115,FIRE AND EMERGENCY MEDICAL SERVICES,MEDICAL AND DENTAL EQUIPMENT AND SUPPLIES 67,11997,12/07/2011,MEDICAL SUPPLY SYSTEMS INC,"3182 BLADENSBURG RD NE, WASHINGTON DC, 20018"
PO382105,OFFICE OF THE ATTORNEY GENERAL,LEGAL SERVICES INCLUDING DEPOSITIONS AND EXPERT WITNESS TESTIMONY 50,10000,12/07/2011,LEXISNEXIS JUSTICELINK EFILE S,"13427 NE 16TH STREET, BELLEVUE, WA, 98005"
PO382028,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,1116667,12/07/2011,VISION MCMILLAN PARTNERS LLC,"4800 HAMPDEN LANE # 300, BETHESDA, MD, 20814"
PO381815,DEPARTMENT OF REAL ESTATE SERVICES,SNOW AND ICE REMOVAL SERVICES 72,150000,12/07/2011,HORTON AND BARBER CONSTRUCTION,"3127 MLK JR AVE, WASHINGTON, DC, 20032"
PO373177-V2,DEPARTMENT OF REAL ESTATE SERVICES,"BUILDING CONSTRUCTION, NON-RESIDENTIAL (OFFICE BLDG., ETC.) 22",843707.87,12/07/2011,"DISTRICT VETERANS CONTRACTING,","3172 BLADENSBURG ROAD, N.E. UNIT B, WASHINGTON, DC, 200182204"
PO382110,OFFICE OF CHIEF TECHNOLOGY OFFICER,SOFTWARE MAINTENANCE/SUPPORT 45,280493.05,12/07/2011,"CDW GOVERNMENT, INC.","230 N MILWAUKEE AVE, VERNON HILLS, IL, 60061"
PO382156,OFFICE OF CHIEF TECHNOLOGY OFFICER,SOFTWARE MAINTENANCE/SUPPORT 45,72050,12/07/2011,LEVY RAY & SHOUP INC,"2401 WEST MONROE STREET, SPRINGFIELD, IL, 62704"
PO382162,DEPARTMENT OF REAL ESTATE SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,5517.5,12/07/2011,"ROBERT SILMAN ASSOCIATES, PLLC","1053 31ST STREET NW, WASHINGTON, DC, 20007"
PO382131,DEPARTMENT OF REAL ESTATE SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,25000,12/07/2011,EHRENKRANTZ ECKSTUT & KUHN ARC,"161 AVENUE OF THE AMERICAS, NEW YORK, NY, 10013"
PO382023,DEPARTMENT OF EMPLOYMENT SERVICES,HUMAN SERVICES (NOT OTHERWISE CLASSIFIED) 59,12000,12/07/2011,"AYT INSTITUTE, INC","1630 14TH STREET, NW, WASHINGTON, DC, 20009"
PO382143,OFFICE OF CHIEF TECHNOLOGY OFFICER,SOFTWARE MAINTENANCE/SUPPORT 45,12319,12/07/2011,INTERNATIONAL BUSINESS MACHINE,"4111 NORTHSIDE PARKWAY, ATLANTA, GA, 30327"
PO382170,DEPARTMENT OF REAL ESTATE SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,1455047,12/07/2011,TURNER CONSTRUCTION COMPANY,"3865 WILSON BLVD, ARLINGTON, VA, 22203"
PO382158,DEPARTMENT OF REAL ESTATE SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,9210.43,12/07/2011,TURNER CONSTRUCTION COMPANY,"3865 WILSON BLVD, ARLINGTON, VA, 22203"
PO382169,DEPARTMENT OF REAL ESTATE SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,412290,12/07/2011,TURNER CONSTRUCTION COMPANY,"3865 WILSON BLVD, ARLINGTON, VA, 22203"
PO382085,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"DISPLAYS, EDUCATIONAL: KITS, MODELS, PLAQUES, ETC. 44",55600,12/07/2011,AMERICAN EXPRESS COMPANY,"2975 W CORPORATE LAKES BLVD, WESTON, FL, 33331"
PO382084,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,JANITORIAL EQUIPMENT AND SUPPLIES (NOT OTHERWISE CLASSIFIED) 65,10000,12/07/2011,AMERICAN EXPRESS COMPANY,"2975 W CORPORATE LAKES BLVD, WESTON, FL, 33331"
PO382147,DEPARTMENT OF REAL ESTATE SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,22118.91,12/07/2011,BROUGHTON CONSTRUCTION,"1050 17TH ST. NW, WASHINGTON, DC, 20036"
PO382148,DEPARTMENT OF REAL ESTATE SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,300000,12/07/2011,BROUGHTON CONSTRUCTION,"1050 17TH ST. NW, WASHINGTON, DC, 20036"
PO382015,DEPARTMENT OF HEALTH,"LABORATORY EQUIPMENT AND ACCESSORIES, MAINTENANCE AND REPAIR: FOR GENERAL AND ANALYTICAL RESEARCH USE, NUCLEAR, OPTICAL, PHYSICAL 62",4920,12/07/2011,"PERKINELMER LAS,INC","710 BRIDGEPORT AVENUE, SHELTON, CT, 06484"
PO382160,DEPARTMENT OF HEALTH,COURT REPORTING SERVICES 24,40000,12/07/2011,CAPITAL REPORTING COMPANY,"1821 JEFFERSON PLACE NW, WASHINGTON, DC, 20036"
PO382087,DEPARTMENT OF REAL ESTATE SERVICES,"PLUMBING EQUIPMENT AND FIXTURES, MAINTENANCE AND REPAIR 64",11210,12/07/2011,FOUR SEASONS CONSTRUCTION,"1325 G STREET NW #500, WASHINGTON, DC, 20005"
PO382163,DEPARTMENT OF REAL ESTATE SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,400011.42,12/07/2011,R MCGHEE & ASSOCIATES,"740 6TH STREET, NW SUITE 302, WASHINGTON, DC, 20001"
PO382120,DC PUBLIC LIBRARY,COMPUTER SOFTWARE CONSULTING 29,7011,12/07/2011,RIVET LOGIC CORPORATION,"1800 ALEXANDER BELL DRIVE SUITE 400, RESTON, VA, 201910191"
PO382113,OFFICE OF THE CHIEF MEDICAL EXAMINER,"CALCULATORS, ELECTRONIC, PRINTING TYPE, PROGRAMMABLE 22",20000,12/07/2011,AMERICAN BUSINESS SUPPLIES LLC,"2300 M STREET NW STE 800, WASHINGTON, DC, 20037"
PO382149,DEPARTMENT OF REAL ESTATE SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,3564,12/07/2011,RAPISCAN SECURITY PRODUCTS INC,"2805 COLUMBIA STREET, TORRANCE, CA, 90503"
PO382176,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,EDUCATION AND TRAINING CONSULTING 38,742515.75,12/07/2011,"LEARN IT SYSTEMS, LLC","2201 OLD COURT RD, BALTIMORE, MD, 21208"
PO382128,DEPARTMENT OF REAL ESTATE SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,75000,12/07/2011,"AECOM SERVICES OF DC, PC","2101 WILSON BOULEVARD SUITE 800, ARLINGTON, VA, 22201"
PO382090,OFFICE OF CHIEF TECHNOLOGY OFFICER,SOFTWARE MAINTENANCE/SUPPORT 45,2657.16,12/07/2011,IT PROFESSIONAL SOLUTIONS INC,"1732 KERSLEY CIR., HEATHROW, FL, 32746"
PO382122,DEPARTMENT OF REAL ESTATE SERVICES,"ROOFING, GUTTERS, AND DOWNSPOUTS MAINTENANCE AND REPAIR 66",34595,12/07/2011,"HRY DESIGN, LLC","1525 8TH STREET NW, WASHINGTON, DC, 20001"
PO382121,DEPARTMENT OF REAL ESTATE SERVICES,"ROOFING, GUTTERS, AND DOWNSPOUTS MAINTENANCE AND REPAIR 66",2732.5,12/07/2011,"HRY DESIGN, LLC","1525 8TH STREET NW, WASHINGTON, DC, 20001"
PO382099,DEPARTMENT ON DISABILITY SERVICES,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,83720,12/07/2011,"OBVERSE CORPORATION, INC.","6925 WILLOW STREET NW, WASHINGTON, DC, 20012"
PO373078-V2,DEPARTMENT OF REAL ESTATE SERVICES,"BUILDING CONSTRUCTION, NON-RESIDENTIAL (OFFICE BLDG., ETC.) 22",81890,12/07/2011,FREEWAY CONSTRUCTION LLC,"1325 18TH STREET NW, WASHINGTON, DC, 20036"
PO382146,DEPARTMENT OF REAL ESTATE SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,2635,12/07/2011,"SMK ENTERPRISES, INC","5 ASPEN DRIVE, LEOLA, PA, 17540"
PO382178,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"MICROCOMPUTERS, MULTI-PROCESSOR 55",30766,12/07/2011,DELL COMPUTER CORP.,"ONE DELL WAY, ROUND ROCK, TX, 78682"
PO382100,OFFICE OF CHIEF TECHNOLOGY OFFICER,SOFTWARE MAINTENANCE/SUPPORT 45,15105.5,12/07/2011,DELL COMPUTER CORP.,"ONE DELL WAY, ROUND ROCK, TX, 78682"
PO382108,DEPARTMENT OF PUBLIC WORKS,"WORKSTATIONS: SPARC, RISC, ETC. (FOR USE WITH CAD/CAM, ETC.) 96",8861,12/07/2011,DELL COMPUTER CORP.,"ONE DELL WAY, ROUND ROCK, TX, 78682"
PO382174,DEPARTMENT OF REAL ESTATE SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,12750,12/07/2011,MCGRATH RENTCORP,"5700 LAS POSITAS ROAD, LIVERMORE, CA, 94551"
PO382173,DEPARTMENT OF REAL ESTATE SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,17700,12/07/2011,MCGRATH RENTCORP,"5700 LAS POSITAS ROAD, LIVERMORE, CA, 94551"
PO382094,DEPARTMENT OF EMPLOYMENT SERVICES,"LETTER OPENERS, ELECTRIC 68",15640,12/07/2011,THE AQUILINE GROUP,"1801 COLUMBIA ROAD NW, WASHINGTON, DC, 20009"
PO382096,OFFICE OF THE ATTORNEY GENERAL,LEGAL SERVICES INCLUDING DEPOSITIONS AND EXPERT WITNESS TESTIMONY 50,10000,12/07/2011,MILLIMAN USA INC,"501 N BROADWAY SUITE 650, ST LOUIS, MO, 63102"
PO382098,OFFICE OF CHIEF TECHNOLOGY OFFICER,SOFTWARE MAINTENANCE/SUPPORT 45,83466.72,12/07/2011,HEWLETT PACKARD,"3000 HANOVER STREET, PALO ALTO, CA, 94304"
PO382150,OFFICE OF CHIEF TECHNOLOGY OFFICER,SOFTWARE MAINTENANCE/SUPPORT 45,7620,12/07/2011,HEWLETT PACKARD,"3000 HANOVER STREET, PALO ALTO, CA, 94304"
PO382141,DEPARTMENT OF HEALTH CARE FINANCE,"SOFTWARE, COMPUTER, RENTAL OR LEASE 74",19692.09,12/07/2011,MCKESSON PHARMACY  SYSTEMS,"335 INTERLOCKEN PARKWAY, BROOMFIELD, CO, 80021"
PO382025,HOMELAND SECURITY/EMERGENCY MANAGEMENT,COMMUNICATIONS MARKETING SERVICES 22,120000,12/07/2011,WJLA-TV,"1100 WILSON BLVD., ARLINGTON, VA, 22209"
PO370532-V2,DEPARTMENT OF REAL ESTATE SERVICES,"APPRAISAL SERVICES, REAL ESTATE 15",10800,12/07/2011,MORRIS E. JAMES JR,"1234 MASSACHUSETTS AVENUE NW, WASHINGTON, DC, 20005"
PO382109,STATE SUPERINTENDENT OF EDUCATION (OSSE),CONFERENCE COORDINATING AND PLANNING SERVICES 23,30000,12/07/2011,"COMPASS GROUP USA, INC","2400 YORKMENT ROAD, CHARLOTTE, NC, 28217"
PO382123,DEPARTMENT OF REAL ESTATE SERVICES,"BASE, RESILIENT (COVE AND STRAIGHT) 07",29190,12/07/2011,ALL RECREATION OF VIRGINIA,"20609 GORDON PARK SQ   #190, ASHBURN, VA, 20147"
PO382165,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,EDUCATION AND TRAINING CONSULTING 38,505467.76,12/07/2011,LEARNING 24/7 - TEACHSCAPE,"71 STEVENSON STREET, STE 500, SAN FRANCISCO, CA, 94105"
PO382019,DEPARTMENT OF EMPLOYMENT SERVICES,HUMAN SERVICES (NOT OTHERWISE CLASSIFIED) 59,4000,12/07/2011,DISTRICT OF COLUMBIA AGENCIES,"4200 CONNECTICUT AVE NW, WASHINGTON, DC, 20008"
PO382107,STATE SUPERINTENDENT OF EDUCATION (OSSE),CONSULTING SERVICES (NOT OTHERWISE CLASSIFIED) 32,80000,12/07/2011,MULTICULTURAL REHAB INC.,"9801 GEORGIA AVE. SUITE 229, SILVER SPRING, MD, 20902"
PO382106,STATE SUPERINTENDENT OF EDUCATION (OSSE),CONSULTING SERVICES (NOT OTHERWISE CLASSIFIED) 32,15000,12/07/2011,MULTICULTURAL REHAB INC.,"9801 GEORGIA AVE. SUITE 229, SILVER SPRING, MD, 20902"
PO382024,DEPARTMENT OF EMPLOYMENT SERVICES,HUMAN SERVICES (NOT OTHERWISE CLASSIFIED) 59,3500,12/07/2011,OPPORTUNITIES INDUSTRIAL CENTER,"3707 MLK AVENUE SE, WASHINGTON, DC, 20032"
PO382118,OFFICE OF THE ATTORNEY GENERAL,"AIR COMPRESSORS AND ACCESSORIES, MAINTENANCE AND REPAIR 08",3300,12/07/2011,"COMPUTERDATA SOLUTIONS, LLC","913 U STREET NW, WASHINGTON, DC, 20001"
PO382159,DEPARTMENT OF REAL ESTATE SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,663691.34,12/07/2011,"W.L. GARY COMPANY, INC.","225 VINE STREET NW, WASHINGTON, DC, 20012"
PO343761-V3,DEPARTMENT OF REAL ESTATE SERVICES,"BUILDING CONSTRUCTION, NON-RESIDENTIAL (OFFICE BLDG., ETC.) 22",75314.2,12/07/2011,"ORION SYSTEMS GROUP, LLC","3900 JERMANTOWN ROAD, FAIRFAX, VA, 22030"
PO382171,DEPARTMENT OF REAL ESTATE SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,47964.2,12/07/2011,HR GENERAL MAINTENANCE CORP,"2021 SHANNON PLACE SE, WASHINGTON, DC, 20020"
PO382166,DEPARTMENT OF REAL ESTATE SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,71488.6,12/07/2011,HR GENERAL MAINTENANCE CORP,"2021 SHANNON PLACE SE, WASHINGTON, DC, 20020"
PO382145,DEPARTMENT OF REAL ESTATE SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,87508.76,12/07/2011,HR GENERAL MAINTENANCE CORP,"2021 SHANNON PLACE SE, WASHINGTON, DC, 20020"
PO378740-V3,DEPARTMENT ON DISABILITY SERVICES,TRANSITIONAL LIVING 92,574277.5,12/07/2011,NATIONAL CHILDRENS CENTER,"6200 2ND STREET NW, WASHINGTON, DC, 20011"
PO373646-V3,OFFICE OF CHIEF FINANCIAL OFFICER,COMPUTER HARDWARE CONSULTING 28,164736,12/07/2011,"OST, INC.","2001 M STREET NW, WASHINGTON, DC, 20036"
PO375590-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER NETWORK CONSULTING 30,46732.8,12/07/2011,"OST, INC.","2001 M STREET NW, WASHINGTON, DC, 20036"
PO382137,DEPARTMENT OF EMPLOYMENT SERVICES,COMPUTER SOFTWARE CONSULTING 29,82160,12/07/2011,"OST, INC.","2001 M STREET NW, WASHINGTON, DC, 20036"
PO376373-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,55008,12/07/2011,"OST, INC.","2001 M STREET NW, WASHINGTON, DC, 20036"
PO377541-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER NETWORK CONSULTING 30,40905.6,12/07/2011,"OST, INC.","2001 M STREET NW, WASHINGTON, DC, 20036"
PO377523-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,7636.2,12/07/2011,"OST, INC.","1155 15TH STREET NW, WASHINGTON, DC, 20005"
PO377466-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER NETWORK CONSULTING 30,38956.4,12/07/2011,"OST, INC.","2001 M STREET NW, WASHINGTON, DC, 20036"
PO382119,FIRE AND EMERGENCY MEDICAL SERVICES,ASBESTOS CONSULTING 13,17872.24,12/07/2011,ZIVIC AND HURDLE ARCH. P.C.,"4031 UNIVERSITY DRIVE, FAIRFAX, VA, 22030"
PO382117,OFFICE ON AGING,ELDERLY ASSISTANCE SERVICES 40,673920,12/07/2011,CATHOLIC CHARITIES,"12247 GEORGIA AVE, SILVER SPRING, MD, 20902"
PO382144,DEPARTMENT OF REAL ESTATE SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,75186,12/07/2011,INSTITUTE FOR BUILDING TECHNOL,"505 HUNTMAR PARK DRIVE SUITE 3 250, HERNDON, VA, 20170"
PO382151,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,27321.6,12/07/2011,"OST, INC.","2001 M STREET NW, WASHINGTON, DC, 20036"
PO377438-V3,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER NETWORK CONSULTING 30,40876.8,12/07/2011,"OST, INC.","2001 M STREET NW, WASHINGTON, DC, 20036"
PO382153,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,38665,12/07/2011,"OST, INC.","2001 M STREET NW, WASHINGTON, DC, 20036"
PO382020,DEPARTMENT OF EMPLOYMENT SERVICES,HUMAN SERVICES (NOT OTHERWISE CLASSIFIED) 59,2926,12/07/2011,"BYTE BACK, INC.","815 MONROE ST NE, WASHINGTON, DC, 20017"
PO382021,DEPARTMENT OF EMPLOYMENT SERVICES,HUMAN SERVICES (NOT OTHERWISE CLASSIFIED) 59,3787,12/07/2011,"BYTE BACK, INC.","815 MONROE ST NE, WASHINGTON, DC, 20017"
PO382092,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,SPECIAL EDUCATION 74,2735.53,12/07/2011,SUPER DUPER PUBLICATIONS,"5201 PELHAM ROAD, GREENVILLE, SC, 29615"
PO382130,DEPARTMENT OF REAL ESTATE SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,25650,12/07/2011,"LOURENCO CONSULTANTS, INC","5171 MACARTHUR BLVD., NW  SUITE 100, WASHINGTON, DC, 20016"
PO382155,DEPARTMENT ON DISABILITY SERVICES,PROJECT MANAGEMENT SERVICES 77,375599,12/07/2011,GEORGE WASHINGTON UNIVERSITY -,"801 22ND STREET NW, WASHINGTON, DC, 20052"
PO382104,STATE SUPERINTENDENT OF EDUCATION (OSSE),CONSULTING SERVICES (NOT OTHERWISE CLASSIFIED) 32,60000,12/07/2011,LT JOSEPH P KENNEDY INSTITUTE,"801 BUCHANAN STREET NE, WASHINGTON, DC, 20017"
PO382086,DEPARTMENT OF REAL ESTATE SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,36637.95,12/07/2011,F&L CONSTRUCTION INC.,"1512 GOOD HOPE RD SE, WASHINGTON, DC, 20020"
PO382124,DEPARTMENT OF REAL ESTATE SERVICES,"MAINTENANCE AND REPAIR, SWIMMING POOL (INCLUDES WATER TREATMENT) 63",19006,12/07/2011,F&L CONSTRUCTION INC.,"1512 GOOD HOPE RD SE, WASHINGTON, DC, 20020"
PO382129,DEPARTMENT OF REAL ESTATE SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,148403.72,12/07/2011,"LIBERTY ENGINEERING, LLP","1609 CONNECTICUT AVE NW, WASHINGTON, DC, 20009"
PO382018,DEPARTMENT OF EMPLOYMENT SERVICES,HUMAN SERVICES (NOT OTHERWISE CLASSIFIED) 59,3900,12/07/2011,"ASM EDUCATIONAL CENTER, INC","11200 ROCKVILLE PIKE, ROCKVILLE, MD, 208520852"
PO382161,DEPARTMENT ON DISABILITY SERVICES,TRANSITIONAL LIVING 92,7000,12/07/2011,"THE LANGUAGE DOCTORS, INC","500 H STREET, NE SUITE 300, WASHINGTON, DC, 20002"
PO382111,DEPARTMENT OF CORRECTIONS,"POSTAGE RELATED PURCHASES (INCL. POSTAGE STAMPS, PRE-SORT 1ST CLASS INSCRIPTIONS, POSTAGE BY PHONE FOR METERS, ETC.) 57",95000,12/07/2011,UNITED STATES POSTAL SERVICE,"2833 ALABAMA AVE SE, WASHINGTON, DC, 20020"
PO381663,DEPARTMENT OF PUBLIC WORKS,"AUTOMOBILE, TRUCK AND BUS PARTS AND EQUIPMENT 09",50000,12/07/2011,R & S AUTO & TRUCK SPRING WORK,"5001 WIDOM ROAD, BLADENSBURG, MD, 20710"
PO382180,DEPARTMENT OF EMPLOYMENT SERVICES,COURT REPORTING SERVICES 24,5000,12/08/2011,CAPITAL REPORTING COMPANY,"1821 JEFFERSON PLACE NW, WASHINGTON, DC, 20036"
